"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"1855",2011,"Spain","Total","Total","From 15 to 64 years","Population","Thousand",31496300,"es"
"1861",2011,"Spain","Males","Total","From 15 to 64 years","Population","Thousand",15890000,"es"
"1867",2011,"Spain","Females","Total","From 15 to 64 years","Population","Thousand",15606300,"es"
"1873",2011,"France","Total","Total","From 15 to 64 years","Population","Thousand",40009700,"fr"
"1879",2011,"France","Males","Total","From 15 to 64 years","Population","Thousand",19665100,"fr"
"1885",2011,"France","Females","Total","From 15 to 64 years","Population","Thousand",20344600,"fr"
"1891",2011,"Croatia","Total","Total","From 15 to 64 years","Population","Thousand",2869700,"hr"
"1897",2011,"Croatia","Males","Total","From 15 to 64 years","Population","Thousand",1433500,"hr"
"1903",2011,"Croatia","Females","Total","From 15 to 64 years","Population","Thousand",1436200,"hr"
"1909",2011,"Italy","Total","Total","From 15 to 64 years","Population","Thousand",39114700,"it"
"1915",2011,"Italy","Males","Total","From 15 to 64 years","Population","Thousand",19403400,"it"
"1921",2011,"Italy","Females","Total","From 15 to 64 years","Population","Thousand",19711300,"it"
"1927",2011,"Cyprus","Total","Total","From 15 to 64 years","Population","Thousand",571300,"cy"
"1933",2011,"Cyprus","Males","Total","From 15 to 64 years","Population","Thousand",271900,"cy"
"1939",2011,"Cyprus","Females","Total","From 15 to 64 years","Population","Thousand",299400,"cy"
"1945",2011,"Latvia","Total","Total","From 15 to 64 years","Population","Thousand",1382100,"lv"
"1951",2011,"Latvia","Males","Total","From 15 to 64 years","Population","Thousand",662100,"lv"
"1957",2011,"Latvia","Females","Total","From 15 to 64 years","Population","Thousand",720000,"lv"
"1963",2011,"Lithuania","Total","Total","From 15 to 64 years","Population","Thousand",2036500,"lt"
"1969",2011,"Lithuania","Males","Total","From 15 to 64 years","Population","Thousand",981400,"lt"
"1975",2011,"Lithuania","Females","Total","From 15 to 64 years","Population","Thousand",1055000,"lt"
"1981",2011,"Luxembourg","Total","Total","From 15 to 64 years","Population","Thousand",344300,"lu"
"1987",2011,"Luxembourg","Males","Total","From 15 to 64 years","Population","Thousand",174500,"lu"
"1993",2011,"Luxembourg","Females","Total","From 15 to 64 years","Population","Thousand",169800,"lu"
"1999",2011,"Hungary","Total","Total","From 15 to 64 years","Population","Thousand",6718500,"hu"
"2005",2011,"Hungary","Males","Total","From 15 to 64 years","Population","Thousand",3294400,"hu"
"2011",2011,"Hungary","Females","Total","From 15 to 64 years","Population","Thousand",3424100,"hu"
"2017",2011,"Malta","Total","Total","From 15 to 64 years","Population","Thousand",284200,"mt"
"2023",2011,"Malta","Males","Total","From 15 to 64 years","Population","Thousand",143800,"mt"
"2029",2011,"Malta","Females","Total","From 15 to 64 years","Population","Thousand",140400,"mt"
"2035",2011,"Netherlands","Total","Total","From 15 to 64 years","Population","Thousand",10993900,"nl"
"2041",2011,"Netherlands","Males","Total","From 15 to 64 years","Population","Thousand",5516800,"nl"
"2047",2011,"Netherlands","Females","Total","From 15 to 64 years","Population","Thousand",5477100,"nl"
"2053",2011,"Austria","Total","Total","From 15 to 64 years","Population","Thousand",5601100,"at"
"2059",2011,"Austria","Males","Total","From 15 to 64 years","Population","Thousand",2781700,"at"
"2065",2011,"Austria","Females","Total","From 15 to 64 years","Population","Thousand",2819400,"at"
"2071",2011,"Poland","Total","Total","From 15 to 64 years","Population","Thousand",25813800,"pl"
"2077",2011,"Poland","Males","Total","From 15 to 64 years","Population","Thousand",12873700,"pl"
"2083",2011,"Poland","Females","Total","From 15 to 64 years","Population","Thousand",12940100,"pl"
"2089",2011,"Portugal","Total","Total","From 15 to 64 years","Population","Thousand",6978700,"pt"
"2095",2011,"Portugal","Males","Total","From 15 to 64 years","Population","Thousand",3404900,"pt"
"2101",2011,"Portugal","Females","Total","From 15 to 64 years","Population","Thousand",3573800,"pt"
"2107",2011,"Romania","Total","Total","From 15 to 64 years","Population","Thousand",13726200,"ro"
"2113",2011,"Romania","Males","Total","From 15 to 64 years","Population","Thousand",6868600,"ro"
"2119",2011,"Romania","Females","Total","From 15 to 64 years","Population","Thousand",6857600,"ro"
"2125",2011,"Slovenia","Total","Total","From 15 to 64 years","Population","Thousand",1420500,"si"
"2131",2011,"Slovenia","Males","Total","From 15 to 64 years","Population","Thousand",730500,"si"
"2137",2011,"Slovenia","Females","Total","From 15 to 64 years","Population","Thousand",690000,"si"
"2143",2011,"Slovakia","Total","Total","From 15 to 64 years","Population","Thousand",3882300,"sk"
"2149",2011,"Slovakia","Males","Total","From 15 to 64 years","Population","Thousand",1943700,"sk"
"2155",2011,"Slovakia","Females","Total","From 15 to 64 years","Population","Thousand",1938600,"sk"
"2161",2011,"Finland","Total","Total","From 15 to 64 years","Population","Thousand",3518300,"fi"
"2167",2011,"Finland","Males","Total","From 15 to 64 years","Population","Thousand",1769600,"fi"
"2173",2011,"Finland","Females","Total","From 15 to 64 years","Population","Thousand",1748700,"fi"
"2179",2011,"Sweden","Total","Total","From 15 to 64 years","Population","Thousand",6114500,"se"
"2185",2011,"Sweden","Males","Total","From 15 to 64 years","Population","Thousand",3107500,"se"
"2191",2011,"Sweden","Females","Total","From 15 to 64 years","Population","Thousand",3007000,"se"
"2197",2011,"Iceland","Total","Total","From 15 to 64 years","Population","Thousand",202900,"is"
"2203",2011,"Iceland","Males","Total","From 15 to 64 years","Population","Thousand",102400,"is"
"2209",2011,"Iceland","Females","Total","From 15 to 64 years","Population","Thousand",100500,"is"
"2215",2011,"Norway","Total","Total","From 15 to 64 years","Population","Thousand",3268300,"no"
"2221",2011,"Norway","Males","Total","From 15 to 64 years","Population","Thousand",1668300,"no"
"2227",2011,"Norway","Females","Total","From 15 to 64 years","Population","Thousand",1600000,"no"
"2233",2011,"Switzerland","Total","Total","From 15 to 64 years","Population","Thousand",5321700,"ch"
"2239",2011,"Switzerland","Males","Total","From 15 to 64 years","Population","Thousand",2679800,"ch"
"2245",2011,"Switzerland","Females","Total","From 15 to 64 years","Population","Thousand",2641800,"ch"
"2251",2011,"Montenegro","Total","Total","From 15 to 64 years","Population","Thousand",421900,"me"
"2257",2011,"Montenegro","Males","Total","From 15 to 64 years","Population","Thousand",210800,"me"
"2263",2011,"Montenegro","Females","Total","From 15 to 64 years","Population","Thousand",211000,"me"
"2269",2011,"Serbia","Total","Total","From 15 to 64 years","Population","Thousand",4757100,"rs"
"2275",2011,"Serbia","Males","Total","From 15 to 64 years","Population","Thousand",2379900,"rs"
"2281",2011,"Serbia","Females","Total","From 15 to 64 years","Population","Thousand",2377300,"rs"
"2287",2011,"Turkey","Total","Total","From 15 to 64 years","Population","Thousand",48431400,"tr"
"2293",2011,"Turkey","Males","Total","From 15 to 64 years","Population","Thousand",24078200,"tr"
"2299",2011,"Turkey","Females","Total","From 15 to 64 years","Population","Thousand",24353200,"tr"
"2305",2012,"Belgium","Total","Total","From 15 to 64 years","Population","Thousand",7242000,"be"
"2311",2012,"Belgium","Males","Total","From 15 to 64 years","Population","Thousand",3638700,"be"
"2317",2012,"Belgium","Females","Total","From 15 to 64 years","Population","Thousand",3603200,"be"
"2323",2012,"Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand",4923600,"bg"
"2329",2012,"Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand",2475900,"bg"
"2335",2012,"Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand",2447700,"bg"
"2341",2012,"Czechia","Total","Total","From 15 to 64 years","Population","Thousand",7229100,"cz"
"2347",2012,"Czechia","Males","Total","From 15 to 64 years","Population","Thousand",3660100,"cz"
"2353",2012,"Czechia","Females","Total","From 15 to 64 years","Population","Thousand",3569000,"cz"
"2359",2012,"Denmark","Total","Total","From 15 to 64 years","Population","Thousand",3610900,"dk"
"2365",2012,"Denmark","Males","Total","From 15 to 64 years","Population","Thousand",1819600,"dk"
"2371",2012,"Denmark","Females","Total","From 15 to 64 years","Population","Thousand",1791300,"dk"
"2377",2012,"Estonia","Total","Total","From 15 to 64 years","Population","Thousand",880200,"ee"
"2383",2012,"Estonia","Males","Total","From 15 to 64 years","Population","Thousand",430200,"ee"
"2389",2012,"Estonia","Females","Total","From 15 to 64 years","Population","Thousand",450000,"ee"
"2395",2012,"Ireland","Total","Total","From 15 to 64 years","Population","Thousand",3055500,"ie"
"2401",2012,"Ireland","Males","Total","From 15 to 64 years","Population","Thousand",1518400,"ie"
"2407",2012,"Ireland","Females","Total","From 15 to 64 years","Population","Thousand",1537000,"ie"
"2413",2012,"Greece","Total","Total","From 15 to 64 years","Population","Thousand",7156400,"gr"
"2419",2012,"Greece","Males","Total","From 15 to 64 years","Population","Thousand",3537500,"gr"
"2425",2012,"Greece","Females","Total","From 15 to 64 years","Population","Thousand",3618800,"gr"
"2431",2012,"Spain","Total","Total","From 15 to 64 years","Population","Thousand",31348400,"es"
"2437",2012,"Spain","Males","Total","From 15 to 64 years","Population","Thousand",15794200,"es"
"2443",2012,"Spain","Females","Total","From 15 to 64 years","Population","Thousand",15554200,"es"
"2449",2012,"France","Total","Total","From 15 to 64 years","Population","Thousand",39938900,"fr"
"2455",2012,"France","Males","Total","From 15 to 64 years","Population","Thousand",19629400,"fr"
"2461",2012,"France","Females","Total","From 15 to 64 years","Population","Thousand",20309500,"fr"
"2467",2012,"Croatia","Total","Total","From 15 to 64 years","Population","Thousand",2856600,"hr"
"2473",2012,"Croatia","Males","Total","From 15 to 64 years","Population","Thousand",1427800,"hr"
"2479",2012,"Croatia","Females","Total","From 15 to 64 years","Population","Thousand",1428800,"hr"
"2485",2012,"Italy","Total","Total","From 15 to 64 years","Population","Thousand",39107700,"it"
"2491",2012,"Italy","Males","Total","From 15 to 64 years","Population","Thousand",19401700,"it"
"2497",2012,"Italy","Females","Total","From 15 to 64 years","Population","Thousand",19706000,"it"
"2503",2012,"Cyprus","Total","Total","From 15 to 64 years","Population","Thousand",580300,"cy"
"2509",2012,"Cyprus","Males","Total","From 15 to 64 years","Population","Thousand",275900,"cy"
"2515",2012,"Cyprus","Females","Total","From 15 to 64 years","Population","Thousand",304400,"cy"
"2521",2012,"Latvia","Total","Total","From 15 to 64 years","Population","Thousand",1352200,"lv"
"2527",2012,"Latvia","Males","Total","From 15 to 64 years","Population","Thousand",648000,"lv"
"2533",2012,"Latvia","Females","Total","From 15 to 64 years","Population","Thousand",704100,"lv"
"2539",2012,"Lithuania","Total","Total","From 15 to 64 years","Population","Thousand",2006500,"lt"
"2545",2012,"Lithuania","Males","Total","From 15 to 64 years","Population","Thousand",968000,"lt"
"2551",2012,"Lithuania","Females","Total","From 15 to 64 years","Population","Thousand",1038500,"lt"
"2557",2012,"Luxembourg","Total","Total","From 15 to 64 years","Population","Thousand",355000,"lu"
"2563",2012,"Luxembourg","Males","Total","From 15 to 64 years","Population","Thousand",179900,"lu"
"2569",2012,"Luxembourg","Females","Total","From 15 to 64 years","Population","Thousand",175100,"lu"
"2575",2012,"Hungary","Total","Total","From 15 to 64 years","Population","Thousand",6694100,"hu"
"2581",2012,"Hungary","Males","Total","From 15 to 64 years","Population","Thousand",3292200,"hu"
"2587",2012,"Hungary","Females","Total","From 15 to 64 years","Population","Thousand",3401900,"hu"
"2593",2012,"Malta","Total","Total","From 15 to 64 years","Population","Thousand",285100,"mt"
"2599",2012,"Malta","Males","Total","From 15 to 64 years","Population","Thousand",144500,"mt"
"2605",2012,"Malta","Females","Total","From 15 to 64 years","Population","Thousand",140600,"mt"
"2611",2012,"Netherlands","Total","Total","From 15 to 64 years","Population","Thousand",10992300,"nl"
"2617",2012,"Netherlands","Males","Total","From 15 to 64 years","Population","Thousand",5518800,"nl"
"2623",2012,"Netherlands","Females","Total","From 15 to 64 years","Population","Thousand",5473500,"nl"
"2629",2012,"Austria","Total","Total","From 15 to 64 years","Population","Thousand",5620800,"at"
"2635",2012,"Austria","Males","Total","From 15 to 64 years","Population","Thousand",2793300,"at"
"2641",2012,"Austria","Females","Total","From 15 to 64 years","Population","Thousand",2827400,"at"
"2647",2012,"Poland","Total","Total","From 15 to 64 years","Population","Thousand",25697400,"pl"
"2653",2012,"Poland","Males","Total","From 15 to 64 years","Population","Thousand",12819000,"pl"
"2659",2012,"Poland","Females","Total","From 15 to 64 years","Population","Thousand",12878400,"pl"
"2665",2012,"Portugal","Total","Total","From 15 to 64 years","Population","Thousand",6929900,"pt"
"2671",2012,"Portugal","Males","Total","From 15 to 64 years","Population","Thousand",3375500,"pt"
"2677",2012,"Portugal","Females","Total","From 15 to 64 years","Population","Thousand",3554400,"pt"
"2683",2012,"Romania","Total","Total","From 15 to 64 years","Population","Thousand",13658100,"ro"
"2689",2012,"Romania","Males","Total","From 15 to 64 years","Population","Thousand",6838300,"ro"
"2695",2012,"Romania","Females","Total","From 15 to 64 years","Population","Thousand",6819900,"ro"
"2701",2012,"Slovenia","Total","Total","From 15 to 64 years","Population","Thousand",1414700,"si"
"2707",2012,"Slovenia","Males","Total","From 15 to 64 years","Population","Thousand",727200,"si"
"2713",2012,"Slovenia","Females","Total","From 15 to 64 years","Population","Thousand",687600,"si"
"2719",2012,"Slovakia","Total","Total","From 15 to 64 years","Population","Thousand",3881000,"sk"
"2725",2012,"Slovakia","Males","Total","From 15 to 64 years","Population","Thousand",1944500,"sk"
"2731",2012,"Slovakia","Females","Total","From 15 to 64 years","Population","Thousand",1936500,"sk"
"2737",2012,"Finland","Total","Total","From 15 to 64 years","Population","Thousand",3504800,"fi"
"2743",2012,"Finland","Males","Total","From 15 to 64 years","Population","Thousand",1763600,"fi"
"2749",2012,"Finland","Females","Total","From 15 to 64 years","Population","Thousand",1741200,"fi"
"2755",2012,"Sweden","Total","Total","From 15 to 64 years","Population","Thousand",6114000,"se"
"2761",2012,"Sweden","Males","Total","From 15 to 64 years","Population","Thousand",3107200,"se"
"2767",2012,"Sweden","Females","Total","From 15 to 64 years","Population","Thousand",3006800,"se"
"2773",2012,"Iceland","Total","Total","From 15 to 64 years","Population","Thousand",201800,"is"
"2779",2012,"Iceland","Males","Total","From 15 to 64 years","Population","Thousand",102100,"is"
"2785",2012,"Iceland","Females","Total","From 15 to 64 years","Population","Thousand",99700,"is"
"2791",2012,"Norway","Total","Total","From 15 to 64 years","Population","Thousand",3308000,"no"
"2797",2012,"Norway","Males","Total","From 15 to 64 years","Population","Thousand",1693100,"no"
"2803",2012,"Norway","Females","Total","From 15 to 64 years","Population","Thousand",1614900,"no"
"2809",2012,"Switzerland","Total","Total","From 15 to 64 years","Population","Thousand",5368900,"ch"
"2815",2012,"Switzerland","Males","Total","From 15 to 64 years","Population","Thousand",2705100,"ch"
"2821",2012,"Switzerland","Females","Total","From 15 to 64 years","Population","Thousand",2663800,"ch"
"2827",2012,"Montenegro","Total","Total","From 15 to 64 years","Population","Thousand",421900,"me"
"2833",2012,"Montenegro","Males","Total","From 15 to 64 years","Population","Thousand",210900,"me"
"2839",2012,"Montenegro","Females","Total","From 15 to 64 years","Population","Thousand",211000,"me"
"2845",2012,"Serbia","Total","Total","From 15 to 64 years","Population","Thousand",4698700,"rs"
"2851",2012,"Serbia","Males","Total","From 15 to 64 years","Population","Thousand",2353700,"rs"
"2857",2012,"Serbia","Females","Total","From 15 to 64 years","Population","Thousand",2345000,"rs"
"2863",2012,"Turkey","Total","Total","From 15 to 64 years","Population","Thousand",49432500,"tr"
"2869",2012,"Turkey","Males","Total","From 15 to 64 years","Population","Thousand",24653500,"tr"
"2875",2012,"Turkey","Females","Total","From 15 to 64 years","Population","Thousand",24779000,"tr"
"2881",2013,"Belgium","Total","Total","From 15 to 64 years","Population","Thousand",7257100,"be"
"2887",2013,"Belgium","Males","Total","From 15 to 64 years","Population","Thousand",3645900,"be"
"2893",2013,"Belgium","Females","Total","From 15 to 64 years","Population","Thousand",3611100,"be"
"2899",2013,"Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand",4859200,"bg"
"2905",2013,"Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand",2445700,"bg"
"2911",2013,"Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand",2413500,"bg"
"2917",2013,"Czechia","Total","Total","From 15 to 64 years","Population","Thousand",7154000,"cz"
"2923",2013,"Czechia","Males","Total","From 15 to 64 years","Population","Thousand",3623900,"cz"
"2929",2013,"Czechia","Females","Total","From 15 to 64 years","Population","Thousand",3530100,"cz"
"2935",2013,"Denmark","Total","Total","From 15 to 64 years","Population","Thousand",3614800,"dk"
"2941",2013,"Denmark","Males","Total","From 15 to 64 years","Population","Thousand",1820300,"dk"
"2947",2013,"Denmark","Females","Total","From 15 to 64 years","Population","Thousand",1794500,"dk"
"2953",2013,"Estonia","Total","Total","From 15 to 64 years","Population","Thousand",871400,"ee"
"2959",2013,"Estonia","Males","Total","From 15 to 64 years","Population","Thousand",427100,"ee"
"2965",2013,"Estonia","Females","Total","From 15 to 64 years","Population","Thousand",444300,"ee"
"2971",2013,"Ireland","Total","Total","From 15 to 64 years","Population","Thousand",3053200,"ie"
"2977",2013,"Ireland","Males","Total","From 15 to 64 years","Population","Thousand",1516900,"ie"
"2983",2013,"Ireland","Females","Total","From 15 to 64 years","Population","Thousand",1536300,"ie"
"2989",2013,"Greece","Total","Total","From 15 to 64 years","Population","Thousand",7090200,"gr"
"2995",2013,"Greece","Males","Total","From 15 to 64 years","Population","Thousand",3502800,"gr"
"3001",2013,"Greece","Females","Total","From 15 to 64 years","Population","Thousand",3587500,"gr"
"3007",2013,"Spain","Total","Total","From 15 to 64 years","Population","Thousand",31024000,"es"
"3013",2013,"Spain","Males","Total","From 15 to 64 years","Population","Thousand",15593300,"es"
"3019",2013,"Spain","Females","Total","From 15 to 64 years","Population","Thousand",15430700,"es"
"3025",2013,"France","Total","Total","From 15 to 64 years","Population","Thousand",39894500,"fr"
"3031",2013,"France","Males","Total","From 15 to 64 years","Population","Thousand",19598300,"fr"
"3037",2013,"France","Females","Total","From 15 to 64 years","Population","Thousand",20296200,"fr"
"3043",2013,"Croatia","Total","Total","From 15 to 64 years","Population","Thousand",2843600,"hr"
"3049",2013,"Croatia","Males","Total","From 15 to 64 years","Population","Thousand",1421800,"hr"
"3055",2013,"Croatia","Females","Total","From 15 to 64 years","Population","Thousand",1421800,"hr"
"3061",2013,"Italy","Total","Total","From 15 to 64 years","Population","Thousand",39171600,"it"
"3067",2013,"Italy","Males","Total","From 15 to 64 years","Population","Thousand",19456000,"it"
"3073",2013,"Italy","Females","Total","From 15 to 64 years","Population","Thousand",19715500,"it"
"3079",2013,"Cyprus","Total","Total","From 15 to 64 years","Population","Thousand",577700,"cy"
"3085",2013,"Cyprus","Males","Total","From 15 to 64 years","Population","Thousand",274600,"cy"
"3091",2013,"Cyprus","Females","Total","From 15 to 64 years","Population","Thousand",303200,"cy"
"3097",2013,"Latvia","Total","Total","From 15 to 64 years","Population","Thousand",1332500,"lv"
"3103",2013,"Latvia","Males","Total","From 15 to 64 years","Population","Thousand",641200,"lv"
"3109",2013,"Latvia","Females","Total","From 15 to 64 years","Population","Thousand",691300,"lv"
"3115",2013,"Lithuania","Total","Total","From 15 to 64 years","Population","Thousand",1983600,"lt"
"3121",2013,"Lithuania","Males","Total","From 15 to 64 years","Population","Thousand",958200,"lt"
"3127",2013,"Lithuania","Females","Total","From 15 to 64 years","Population","Thousand",1025400,"lt"
"3133",2013,"Luxembourg","Total","Total","From 15 to 64 years","Population","Thousand",359200,"lu"
"3139",2013,"Luxembourg","Males","Total","From 15 to 64 years","Population","Thousand",182400,"lu"
"3145",2013,"Luxembourg","Females","Total","From 15 to 64 years","Population","Thousand",176800,"lu"
"3151",2013,"Hungary","Total","Total","From 15 to 64 years","Population","Thousand",6646800,"hu"
"3157",2013,"Hungary","Males","Total","From 15 to 64 years","Population","Thousand",3272100,"hu"
"3163",2013,"Hungary","Females","Total","From 15 to 64 years","Population","Thousand",3374700,"hu"
"3169",2013,"Malta","Total","Total","From 15 to 64 years","Population","Thousand",287300,"mt"
"3175",2013,"Malta","Males","Total","From 15 to 64 years","Population","Thousand",146100,"mt"
"3181",2013,"Malta","Females","Total","From 15 to 64 years","Population","Thousand",141200,"mt"
"3187",2013,"Netherlands","Total","Total","From 15 to 64 years","Population","Thousand",11013500,"nl"
"3193",2013,"Netherlands","Males","Total","From 15 to 64 years","Population","Thousand",5532800,"nl"
"3199",2013,"Netherlands","Females","Total","From 15 to 64 years","Population","Thousand",5480700,"nl"
"3205",2013,"Austria","Total","Total","From 15 to 64 years","Population","Thousand",5643200,"at"
"3211",2013,"Austria","Males","Total","From 15 to 64 years","Population","Thousand",2806800,"at"
"3217",2013,"Austria","Females","Total","From 15 to 64 years","Population","Thousand",2836400,"at"
"3223",2013,"Poland","Total","Total","From 15 to 64 years","Population","Thousand",25525200,"pl"
"3229",2013,"Poland","Males","Total","From 15 to 64 years","Population","Thousand",12737100,"pl"
"3235",2013,"Poland","Females","Total","From 15 to 64 years","Population","Thousand",12788100,"pl"
"3241",2013,"Portugal","Total","Total","From 15 to 64 years","Population","Thousand",6858900,"pt"
"3247",2013,"Portugal","Males","Total","From 15 to 64 years","Population","Thousand",3333700,"pt"
"3253",2013,"Portugal","Females","Total","From 15 to 64 years","Population","Thousand",3525200,"pt"
"3259",2013,"Romania","Total","Total","From 15 to 64 years","Population","Thousand",13606000,"ro"
"3265",2013,"Romania","Males","Total","From 15 to 64 years","Population","Thousand",6835900,"ro"
"3271",2013,"Romania","Females","Total","From 15 to 64 years","Population","Thousand",6770100,"ro"
"3277",2013,"Slovenia","Total","Total","From 15 to 64 years","Population","Thousand",1404000,"si"
"3283",2013,"Slovenia","Males","Total","From 15 to 64 years","Population","Thousand",721900,"si"
"3289",2013,"Slovenia","Females","Total","From 15 to 64 years","Population","Thousand",682000,"si"
"3295",2013,"Slovakia","Total","Total","From 15 to 64 years","Population","Thousand",3870100,"sk"
"3301",2013,"Slovakia","Males","Total","From 15 to 64 years","Population","Thousand",1940600,"sk"
"3307",2013,"Slovakia","Females","Total","From 15 to 64 years","Population","Thousand",1929500,"sk"
"3313",2013,"Finland","Total","Total","From 15 to 64 years","Population","Thousand",3488700,"fi"
"3319",2013,"Finland","Males","Total","From 15 to 64 years","Population","Thousand",1756100,"fi"
"3325",2013,"Finland","Females","Total","From 15 to 64 years","Population","Thousand",1732600,"fi"
"3331",2013,"Sweden","Total","Total","From 15 to 64 years","Population","Thousand",6120300,"se"
"3337",2013,"Sweden","Males","Total","From 15 to 64 years","Population","Thousand",3110300,"se"
"3343",2013,"Sweden","Females","Total","From 15 to 64 years","Population","Thousand",3010000,"se"
"3349",2013,"Iceland","Total","Total","From 15 to 64 years","Population","Thousand",204000,"is"
"3355",2013,"Iceland","Males","Total","From 15 to 64 years","Population","Thousand",103300,"is"
"3361",2013,"Iceland","Females","Total","From 15 to 64 years","Population","Thousand",100700,"is"
"3367",2013,"Norway","Total","Total","From 15 to 64 years","Population","Thousand",3341200,"no"
"3373",2013,"Norway","Males","Total","From 15 to 64 years","Population","Thousand",1710100,"no"
"3379",2013,"Norway","Females","Total","From 15 to 64 years","Population","Thousand",1631100,"no"
"3385",2013,"Switzerland","Total","Total","From 15 to 64 years","Population","Thousand",5417100,"ch"
"3391",2013,"Switzerland","Males","Total","From 15 to 64 years","Population","Thousand",2731200,"ch"
"3397",2013,"Switzerland","Females","Total","From 15 to 64 years","Population","Thousand",2685800,"ch"
"3403",2013,"Montenegro","Total","Total","From 15 to 64 years","Population","Thousand",424200,"me"
"3409",2013,"Montenegro","Males","Total","From 15 to 64 years","Population","Thousand",211500,"me"
"3415",2013,"Montenegro","Females","Total","From 15 to 64 years","Population","Thousand",212700,"me"
"3421",2013,"Serbia","Total","Total","From 15 to 64 years","Population","Thousand",4598500,"rs"
"3427",2013,"Serbia","Males","Total","From 15 to 64 years","Population","Thousand",2284100,"rs"
"3433",2013,"Serbia","Females","Total","From 15 to 64 years","Population","Thousand",2314500,"rs"
"3439",2013,"Turkey","Total","Total","From 15 to 64 years","Population","Thousand",50186300,"tr"
"3445",2013,"Turkey","Males","Total","From 15 to 64 years","Population","Thousand",25051800,"tr"
"3451",2013,"Turkey","Females","Total","From 15 to 64 years","Population","Thousand",25134500,"tr"
"3457",2014,"Belgium","Total","Total","From 15 to 64 years","Population","Thousand",7265500,"be"
"3463",2014,"Belgium","Males","Total","From 15 to 64 years","Population","Thousand",3649400,"be"
"3469",2014,"Belgium","Females","Total","From 15 to 64 years","Population","Thousand",3616100,"be"
"3475",2014,"Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand",4795600,"bg"
"3481",2014,"Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand",2416900,"bg"
"3487",2014,"Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand",2378600,"bg"
"3493",2014,"Czechia","Total","Total","From 15 to 64 years","Population","Thousand",7081200,"cz"
"3499",2014,"Czechia","Males","Total","From 15 to 64 years","Population","Thousand",3588000,"cz"
"3505",2014,"Czechia","Females","Total","From 15 to 64 years","Population","Thousand",3493300,"cz"
"3511",2014,"Denmark","Total","Total","From 15 to 64 years","Population","Thousand",3626300,"dk"
"3517",2014,"Denmark","Males","Total","From 15 to 64 years","Population","Thousand",1827100,"dk"
"3523",2014,"Denmark","Females","Total","From 15 to 64 years","Population","Thousand",1799200,"dk"
"3529",2014,"Estonia","Total","Total","From 15 to 64 years","Population","Thousand",861700,"ee"
"3535",2014,"Estonia","Males","Total","From 15 to 64 years","Population","Thousand",423200,"ee"
"3541",2014,"Estonia","Females","Total","From 15 to 64 years","Population","Thousand",438500,"ee"
"3547",2014,"Ireland","Total","Total","From 15 to 64 years","Population","Thousand",3061200,"ie"
"3553",2014,"Ireland","Males","Total","From 15 to 64 years","Population","Thousand",1518000,"ie"
"3559",2014,"Ireland","Females","Total","From 15 to 64 years","Population","Thousand",1543100,"ie"
"3565",2014,"Greece","Total","Total","From 15 to 64 years","Population","Thousand",7040400,"gr"
"3571",2014,"Greece","Males","Total","From 15 to 64 years","Population","Thousand",3479800,"gr"
"3577",2014,"Greece","Females","Total","From 15 to 64 years","Population","Thousand",3560600,"gr"
"3583",2014,"Spain","Total","Total","From 15 to 64 years","Population","Thousand",30750100,"es"
"3589",2014,"Spain","Males","Total","From 15 to 64 years","Population","Thousand",15436100,"es"
"3595",2014,"Spain","Females","Total","From 15 to 64 years","Population","Thousand",15314000,"es"
"3601",2014,"France","Total","Total","From 15 to 64 years","Population","Thousand",41009900,"fr"
"3607",2014,"France","Males","Total","From 15 to 64 years","Population","Thousand",20114700,"fr"
"3613",2014,"France","Females","Total","From 15 to 64 years","Population","Thousand",20895200,"fr"
"3619",2014,"Croatia","Total","Total","From 15 to 64 years","Population","Thousand",2826000,"hr"
"3625",2014,"Croatia","Males","Total","From 15 to 64 years","Population","Thousand",1414100,"hr"
"3631",2014,"Croatia","Females","Total","From 15 to 64 years","Population","Thousand",1411900,"hr"
"3637",2014,"Italy","Total","Total","From 15 to 64 years","Population","Thousand",39161100,"it"
"3643",2014,"Italy","Males","Total","From 15 to 64 years","Population","Thousand",19469200,"it"
"3649",2014,"Italy","Females","Total","From 15 to 64 years","Population","Thousand",19691800,"it"
"3655",2014,"Cyprus","Total","Total","From 15 to 64 years","Population","Thousand",571500,"cy"
"3661",2014,"Cyprus","Males","Total","From 15 to 64 years","Population","Thousand",271900,"cy"
"3667",2014,"Cyprus","Females","Total","From 15 to 64 years","Population","Thousand",299600,"cy"
"3673",2014,"Latvia","Total","Total","From 15 to 64 years","Population","Thousand",1295300,"lv"
"3679",2014,"Latvia","Males","Total","From 15 to 64 years","Population","Thousand",624600,"lv"
"3685",2014,"Latvia","Females","Total","From 15 to 64 years","Population","Thousand",670700,"lv"
"3691",2014,"Lithuania","Total","Total","From 15 to 64 years","Population","Thousand",1961000,"lt"
