"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"1702",2010,"Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",307800,"rs"
"1708",2010,"Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",258600,"rs"
"1714",2010,"Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2688000,"tr"
"1720",2010,"Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1862500,"tr"
"1726",2010,"Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",825500,"tr"
"1732",2011,"Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",346400,"be"
"1738",2011,"Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",188200,"be"
"1744",2011,"Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",158200,"be"
"1750",2011,"Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",374800,"bg"
"1756",2011,"Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",218500,"bg"
"1762",2011,"Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",156300,"bg"
"1768",2011,"Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",349500,"cz"
"1774",2011,"Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",170600,"cz"
"1780",2011,"Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",178900,"cz"
"1786",2011,"Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",220900,"dk"
"1792",2011,"Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",117600,"dk"
"1798",2011,"Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",103200,"dk"
"1804",2011,"Estonia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",83900,"ee"
"1810",2011,"Estonia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",45200,"ee"
"1816",2011,"Estonia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",38700,"ee"
"1822",2011,"Ireland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",341900,"ie"
"1828",2011,"Ireland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",216500,"ie"
"1834",2011,"Ireland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",125400,"ie"
"1840",2011,"Greece","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",879800,"gr"
"1846",2011,"Greece","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",424800,"gr"
"1852",2011,"Greece","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",455000,"gr"
"1858",2011,"Spain","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",5009500,"es"
"1864",2011,"Spain","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",2704600,"es"
"1870",2011,"Spain","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",2305000,"es"
"1876",2011,"France","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2486700,"fr"
"1882",2011,"France","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1261400,"fr"
"1888",2011,"France","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1225300,"fr"
"1894",2011,"Croatia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",257000,"hr"
"1900",2011,"Croatia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",140800,"hr"
"1906",2011,"Croatia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",116100,"hr"
"1912",2011,"Italy","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2057200,"it"
"1918",2011,"Italy","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1081600,"it"
"1924",2011,"Italy","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",975500,"it"
"1930",2011,"Cyprus","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",33900,"cy"
"1936",2011,"Cyprus","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",18300,"cy"
"1942",2011,"Cyprus","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",15600,"cy"
"1948",2011,"Latvia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",166200,"lv"
"1954",2011,"Latvia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",95200,"lv"
"1960",2011,"Latvia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",71000,"lv"
"1966",2011,"Lithuania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",227700,"lt"
"1972",2011,"Lithuania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",131500,"lt"
"1978",2011,"Lithuania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",96300,"lt"
"1984",2011,"Luxembourg","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",11500,"lu"
"1990",2011,"Luxembourg","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",5100,"lu"
"1996",2011,"Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",6500,"lu"
"2002",2011,"Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",465700,"hu"
"2008",2011,"Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",251500,"hu"
"2014",2011,"Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",214300,"hu"
"2020",2011,"Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",11300,"mt"
"2026",2011,"Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",6800,"mt"
"2032",2011,"Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4500,"mt"
"2038",2011,"Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",430000,"nl"
"2044",2011,"Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",212900,"nl"
"2050",2011,"Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",217200,"nl"
"2056",2011,"Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",193400,"at"
"2062",2011,"Austria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",102900,"at"
"2068",2011,"Austria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",90600,"at"
"2074",2011,"Poland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1655500,"pl"
"2080",2011,"Poland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",854100,"pl"
"2086",2011,"Poland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",801400,"pl"
"2092",2011,"Portugal","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",685200,"pt"
"2098",2011,"Portugal","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",349100,"pt"
"2104",2011,"Portugal","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",336200,"pt"
"2110",2011,"Romania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",659200,"ro"
"2116",2011,"Romania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",397100,"ro"
"2122",2011,"Romania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",262100,"ro"
"2128",2011,"Slovenia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",83200,"si"
"2134",2011,"Slovenia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",45000,"si"
"2140",2011,"Slovenia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",38300,"si"
"2146",2011,"Slovakia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",364700,"sk"
"2152",2011,"Slovakia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",203600,"sk"
"2158",2011,"Slovakia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",161100,"sk"
"2164",2011,"Finland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",208400,"fi"
"2170",2011,"Finland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",117100,"fi"
"2176",2011,"Finland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",91300,"fi"
"2182",2011,"Sweden","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",388900,"se"
"2188",2011,"Sweden","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",206000,"se"
"2194",2011,"Sweden","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",183000,"se"
"2200",2011,"Iceland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",12300,"is"
"2206",2011,"Iceland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",7100,"is"
"2212",2011,"Iceland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",5100,"is"
"2218",2011,"Norway","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",83800,"no"
"2224",2011,"Norway","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",46900,"no"
"2230",2011,"Norway","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",36900,"no"
"2236",2011,"Switzerland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",197200,"ch"
"2242",2011,"Switzerland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",98700,"ch"
"2248",2011,"Switzerland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",98500,"ch"
"2254",2011,"Montenegro","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",47800,"me"
"2260",2011,"Montenegro","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",26300,"me"
"2266",2011,"Montenegro","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",21500,"me"
"2272",2011,"Serbia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",667000,"rs"
"2278",2011,"Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",373700,"rs"
"2284",2011,"Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",293300,"rs"
"2290",2011,"Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2318500,"tr"
"2296",2011,"Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1538300,"tr"
"2302",2011,"Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",780200,"tr"
"2308",2012,"Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",368400,"be"
"2314",2012,"Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",203800,"be"
"2320",2012,"Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",164600,"be"
"2326",2012,"Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",409000,"bg"
"2332",2012,"Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",240500,"bg"
"2338",2012,"Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",168500,"bg"
"2344",2012,"Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",364500,"cz"
"2350",2012,"Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",176900,"cz"
"2356",2012,"Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",187600,"cz"
"2362",2012,"Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",218400,"dk"
"2368",2012,"Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",114500,"dk"
"2374",2012,"Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",103900,"dk"
"2380",2012,"Estonia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",67500,"ee"
"2386",2012,"Estonia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",37500,"ee"
"2392",2012,"Estonia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",29900,"ee"
"2398",2012,"Ireland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",342800,"ie"
"2404",2012,"Ireland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",214800,"ie"
"2410",2012,"Ireland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",128100,"ie"
"2416",2012,"Greece","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1192400,"gr"
"2422",2012,"Greece","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",593300,"gr"
"2428",2012,"Greece","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",599100,"gr"
"2434",2012,"Spain","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",5804600,"es"
"2440",2012,"Spain","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",3127800,"es"
"2446",2012,"Spain","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",2676800,"es"
"2452",2012,"France","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2674300,"fr"
"2458",2012,"France","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1406400,"fr"
"2464",2012,"France","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1267800,"fr"
"2470",2012,"Croatia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",296600,"hr"
"2476",2012,"Croatia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",161600,"hr"
"2482",2012,"Croatia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",135000,"hr"
"2488",2012,"Italy","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2683200,"it"
"2494",2012,"Italy","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1429700,"it"
"2500",2012,"Italy","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1253500,"it"
"2506",2012,"Cyprus","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",51400,"cy"
"2512",2012,"Cyprus","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",28600,"cy"
"2518",2012,"Cyprus","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",22800,"cy"
"2524",2012,"Latvia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",154400,"lv"
"2530",2012,"Latvia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",82200,"lv"
"2536",2012,"Latvia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",72100,"lv"
"2542",2012,"Lithuania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",196600,"lt"
"2548",2012,"Lithuania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",110600,"lt"
"2554",2012,"Lithuania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",86000,"lt"
"2560",2012,"Luxembourg","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",12800,"lu"
"2566",2012,"Luxembourg","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",6300,"lu"
"2572",2012,"Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",6500,"lu"
"2578",2012,"Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",472200,"hu"
"2584",2012,"Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",261800,"hu"
"2590",2012,"Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",210300,"hu"
"2596",2012,"Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",11400,"mt"
"2602",2012,"Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",6400,"mt"
"2608",2012,"Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",5000,"mt"
"2614",2012,"Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",509700,"nl"
"2620",2012,"Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",255900,"nl"
"2626",2012,"Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",253800,"nl"
"2632",2012,"Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",208600,"at"
"2638",2012,"Austria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",112600,"at"
"2644",2012,"Austria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",96000,"at"
"2650",2012,"Poland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1745200,"pl"
"2656",2012,"Poland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",896500,"pl"
"2662",2012,"Poland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",848700,"pl"
"2668",2012,"Portugal","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",831000,"pt"
"2674",2012,"Portugal","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",431700,"pt"
"2680",2012,"Portugal","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",399300,"pt"
"2686",2012,"Romania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",627000,"ro"
"2692",2012,"Romania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",380900,"ro"
"2698",2012,"Romania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",246200,"ro"
"2704",2012,"Slovenia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",89600,"si"
"2710",2012,"Slovenia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",45800,"si"
"2716",2012,"Slovenia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",43800,"si"
"2722",2012,"Slovakia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",377500,"sk"
"2728",2012,"Slovakia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",203600,"sk"
"2734",2012,"Slovakia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",173900,"sk"
"2740",2012,"Finland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",206200,"fi"
"2746",2012,"Finland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",114900,"fi"
"2752",2012,"Finland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",91300,"fi"
"2758",2012,"Sweden","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",399700,"se"
"2764",2012,"Sweden","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",216900,"se"
"2770",2012,"Sweden","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",182700,"se"
"2776",2012,"Iceland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",10500,"is"
"2782",2012,"Iceland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",5700,"is"
"2788",2012,"Iceland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4800,"is"
"2794",2012,"Norway","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",83000,"no"
"2800",2012,"Norway","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",50000,"no"
"2806",2012,"Norway","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",33000,"no"
"2812",2012,"Switzerland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",203300,"ch"
"2818",2012,"Switzerland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",104500,"ch"
"2824",2012,"Switzerland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",98700,"ch"
"2830",2012,"Montenegro","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",49900,"me"
"2836",2012,"Montenegro","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",27300,"me"
"2842",2012,"Montenegro","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",22600,"me"
"2848",2012,"Serbia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",696100,"rs"
"2854",2012,"Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",387500,"rs"
"2860",2012,"Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",308600,"rs"
"2866",2012,"Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2196500,"tr"
"2872",2012,"Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1440700,"tr"
"2878",2012,"Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",755800,"tr"
"2884",2013,"Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",416400,"be"
"2890",2013,"Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",231700,"be"
"2896",2013,"Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",184700,"be"
"2902",2013,"Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",433200,"bg"
"2908",2013,"Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",248300,"bg"
"2914",2013,"Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",185000,"bg"
"2920",2013,"Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",367500,"cz"
"2926",2013,"Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",174700,"cz"
"2932",2013,"Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",192900,"cz"
"2938",2013,"Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",201900,"dk"
"2944",2013,"Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",101700,"dk"
"2950",2013,"Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",100200,"dk"
"2956",2013,"Estonia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",58000,"ee"
"2962",2013,"Estonia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",30900,"ee"
"2968",2013,"Estonia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",27100,"ee"
"2974",2013,"Ireland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",307400,"ie"
"2980",2013,"Ireland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",181200,"ie"
"2986",2013,"Ireland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",126200,"ie"
"2992",2013,"Greece","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1324900,"gr"
"2998",2013,"Greece","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",664800,"gr"
"3004",2013,"Greece","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",660100,"gr"
"3010",2013,"Spain","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",6041800,"es"
"3016",2013,"Spain","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",3200200,"es"
"3022",2013,"Spain","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",2841600,"es"
"3028",2013,"France","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",2830800,"fr"
"3034",2013,"France","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1495400,"fr"
"3040",2013,"France","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1335400,"fr"
"3046",2013,"Croatia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",317500,"hr"
"3052",2013,"Croatia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",176000,"hr"
"3058",2013,"Croatia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",141500,"hr"
"3064",2013,"Italy","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",3061000,"it"
"3070",2013,"Italy","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",1668900,"it"
"3076",2013,"Italy","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",1392100,"it"
"3082",2013,"Cyprus","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",68400,"cy"
"3088",2013,"Cyprus","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",37200,"cy"
"3094",2013,"Cyprus","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",31200,"cy"
"3100",2013,"Latvia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",119400,"lv"
"3106",2013,"Latvia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",62900,"lv"
"3112",2013,"Latvia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",56400,"lv"
"3118",2013,"Lithuania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",172100,"lt"
"3124",2013,"Lithuania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",95600,"lt"
"3130",2013,"Lithuania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",76500,"lt"
"3136",2013,"Luxembourg","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",14800,"lu"
"3142",2013,"Luxembourg","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",7700,"lu"
"3148",2013,"Luxembourg","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",7200,"lu"
"3154",2013,"Hungary","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",440200,"hu"
"3160",2013,"Hungary","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",239000,"hu"
"3166",2013,"Hungary","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",201200,"hu"
"3172",2013,"Malta","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",11800,"mt"
"3178",2013,"Malta","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",7300,"mt"
"3184",2013,"Malta","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4500,"mt"
"3190",2013,"Netherlands","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",638800,"nl"
"3196",2013,"Netherlands","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",338900,"nl"
"3202",2013,"Netherlands","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",299900,"nl"
"3208",2013,"Austria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",231100,"at"
"3214",2013,"Austria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",123700,"at"
"3220",2013,"Austria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",107400,"at"
"3226",2013,"Poland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",1788000,"pl"
"3232",2013,"Poland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",923600,"pl"
"3238",2013,"Poland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",864300,"pl"
"3244",2013,"Portugal","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",851800,"pt"
"3250",2013,"Portugal","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",433900,"pt"
"3256",2013,"Portugal","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",417900,"pt"
"3262",2013,"Romania","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",652800,"ro"
"3268",2013,"Romania","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",399900,"ro"
"3274",2013,"Romania","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",252900,"ro"
"3280",2013,"Slovenia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",101800,"si"
"3286",2013,"Slovenia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",51400,"si"
"3292",2013,"Slovenia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",50400,"si"
"3298",2013,"Slovakia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",385600,"sk"
"3304",2013,"Slovakia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",210100,"sk"
"3310",2013,"Slovakia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",175600,"sk"
"3316",2013,"Finland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",218600,"fi"
"3322",2013,"Finland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",121700,"fi"
"3328",2013,"Finland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",96900,"fi"
"3334",2013,"Sweden","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",408900,"se"
"3340",2013,"Sweden","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",218900,"se"
"3346",2013,"Sweden","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",190000,"se"
"3352",2013,"Iceland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",9600,"is"
"3358",2013,"Iceland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",5200,"is"
"3364",2013,"Iceland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",4400,"is"
"3370",2013,"Norway","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",91600,"no"
"3376",2013,"Norway","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",50600,"no"
