"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"1749",2011,"Bulgaria","Total","Total","From 15 to 64 years","Employed persons","Thousand",2927500,"bg"
"1755",2011,"Bulgaria","Males","Total","From 15 to 64 years","Employed persons","Thousand",1541100,"bg"
"1761",2011,"Bulgaria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1386400,"bg"
"1767",2011,"Czechia","Total","Total","From 15 to 64 years","Employed persons","Thousand",4796400,"cz"
"1773",2011,"Czechia","Males","Total","From 15 to 64 years","Employed persons","Thousand",2732800,"cz"
"1779",2011,"Czechia","Females","Total","From 15 to 64 years","Employed persons","Thousand",2063500,"cz"
"1785",2011,"Denmark","Total","Total","From 15 to 64 years","Employed persons","Thousand",2643100,"dk"
"1791",2011,"Denmark","Males","Total","From 15 to 64 years","Employed persons","Thousand",1380700,"dk"
"1797",2011,"Denmark","Females","Total","From 15 to 64 years","Employed persons","Thousand",1262300,"dk"
"1803",2011,"Estonia","Total","Total","From 15 to 64 years","Employed persons","Thousand",581500,"ee"
"1809",2011,"Estonia","Males","Total","From 15 to 64 years","Employed persons","Thousand",294800,"ee"
"1815",2011,"Estonia","Females","Total","From 15 to 64 years","Employed persons","Thousand",286700,"ee"
"1821",2011,"Ireland","Total","Total","From 15 to 64 years","Employed persons","Thousand",1840300,"ie"
"1827",2011,"Ireland","Males","Total","From 15 to 64 years","Employed persons","Thousand",974800,"ie"
"1833",2011,"Ireland","Females","Total","From 15 to 64 years","Employed persons","Thousand",865600,"ie"
"1839",2011,"Greece","Total","Total","From 15 to 64 years","Employed persons","Thousand",3979000,"gr"
"1845",2011,"Greece","Males","Total","From 15 to 64 years","Employed persons","Thousand",2337700,"gr"
"1851",2011,"Greece","Females","Total","From 15 to 64 years","Employed persons","Thousand",1641300,"gr"
"1857",2011,"Spain","Total","Total","From 15 to 64 years","Employed persons","Thousand",18270900,"es"
"1863",2011,"Spain","Males","Total","From 15 to 64 years","Employed persons","Thousand",10068100,"es"
"1869",2011,"Spain","Females","Total","From 15 to 64 years","Employed persons","Thousand",8202900,"es"
"1875",2011,"France","Total","Total","From 15 to 64 years","Employed persons","Thousand",25564000,"fr"
"1881",2011,"France","Males","Total","From 15 to 64 years","Employed persons","Thousand",13414600,"fr"
"1887",2011,"France","Females","Total","From 15 to 64 years","Employed persons","Thousand",12149400,"fr"
"1893",2011,"Croatia","Total","Total","From 15 to 64 years","Employed persons","Thousand",1583800,"hr"
"1899",2011,"Croatia","Males","Total","From 15 to 64 years","Employed persons","Thousand",872400,"hr"
"1905",2011,"Croatia","Females","Total","From 15 to 64 years","Employed persons","Thousand",711300,"hr"
"1911",2011,"Italy","Total","Total","From 15 to 64 years","Employed persons","Thousand",22214900,"it"
"1917",2011,"Italy","Males","Total","From 15 to 64 years","Employed persons","Thousand",13049500,"it"
"1923",2011,"Italy","Females","Total","From 15 to 64 years","Employed persons","Thousand",9165400,"it"
"1929",2011,"Cyprus","Total","Total","From 15 to 64 years","Employed persons","Thousand",386300,"cy"
"1935",2011,"Cyprus","Males","Total","From 15 to 64 years","Employed persons","Thousand",200300,"cy"
"1941",2011,"Cyprus","Females","Total","From 15 to 64 years","Employed persons","Thousand",186100,"cy"
"1947",2011,"Latvia","Total","Total","From 15 to 64 years","Employed persons","Thousand",840600,"lv"
"1953",2011,"Latvia","Males","Total","From 15 to 64 years","Employed persons","Thousand",407000,"lv"
"1959",2011,"Latvia","Females","Total","From 15 to 64 years","Employed persons","Thousand",433600,"lv"
"1965",2011,"Lithuania","Total","Total","From 15 to 64 years","Employed persons","Thousand",1225700,"lt"
"1971",2011,"Lithuania","Males","Total","From 15 to 64 years","Employed persons","Thousand",590200,"lt"
"1977",2011,"Lithuania","Females","Total","From 15 to 64 years","Employed persons","Thousand",635600,"lt"
"1983",2011,"Luxembourg","Total","Total","From 15 to 64 years","Employed persons","Thousand",222400,"lu"
"1989",2011,"Luxembourg","Males","Total","From 15 to 64 years","Employed persons","Thousand",125800,"lu"
"1995",2011,"Luxembourg","Females","Total","From 15 to 64 years","Employed persons","Thousand",96700,"lu"
"2001",2011,"Hungary","Total","Total","From 15 to 64 years","Employed persons","Thousand",3724200,"hu"
"2007",2011,"Hungary","Males","Total","From 15 to 64 years","Employed persons","Thousand",2000800,"hu"
"2013",2011,"Hungary","Females","Total","From 15 to 64 years","Employed persons","Thousand",1723400,"hu"
"2019",2011,"Malta","Total","Total","From 15 to 64 years","Employed persons","Thousand",164400,"mt"
"2025",2011,"Malta","Males","Total","From 15 to 64 years","Employed persons","Thousand",106200,"mt"
"2031",2011,"Malta","Females","Total","From 15 to 64 years","Employed persons","Thousand",58200,"mt"
"2037",2011,"Netherlands","Total","Total","From 15 to 64 years","Employed persons","Thousand",8152200,"nl"
"2043",2011,"Netherlands","Males","Total","From 15 to 64 years","Employed persons","Thousand",4377000,"nl"
"2049",2011,"Netherlands","Females","Total","From 15 to 64 years","Employed persons","Thousand",3775300,"nl"
"2055",2011,"Austria","Total","Total","From 15 to 64 years","Employed persons","Thousand",3982300,"at"
"2061",2011,"Austria","Males","Total","From 15 to 64 years","Employed persons","Thousand",2120000,"at"
"2067",2011,"Austria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1862300,"at"
"2073",2011,"Poland","Total","Total","From 15 to 64 years","Employed persons","Thousand",15312800,"pl"
"2079",2011,"Poland","Males","Total","From 15 to 64 years","Employed persons","Thousand",8496100,"pl"
"2085",2011,"Poland","Females","Total","From 15 to 64 years","Employed persons","Thousand",6816700,"pl"
"2091",2011,"Portugal","Total","Total","From 15 to 64 years","Employed persons","Thousand",4453200,"pt"
"2097",2011,"Portugal","Males","Total","From 15 to 64 years","Employed persons","Thousand",2305800,"pt"
"2103",2011,"Portugal","Females","Total","From 15 to 64 years","Employed persons","Thousand",2147400,"pt"
"2109",2011,"Romania","Total","Total","From 15 to 64 years","Employed persons","Thousand",8139400,"ro"
"2115",2011,"Romania","Males","Total","From 15 to 64 years","Employed persons","Thousand",4555100,"ro"
"2121",2011,"Romania","Females","Total","From 15 to 64 years","Employed persons","Thousand",3584400,"ro"
"2127",2011,"Slovenia","Total","Total","From 15 to 64 years","Employed persons","Thousand",914800,"si"
"2133",2011,"Slovenia","Males","Total","From 15 to 64 years","Employed persons","Thousand",494600,"si"
"2139",2011,"Slovenia","Females","Total","From 15 to 64 years","Employed persons","Thousand",420300,"si"
"2145",2011,"Slovakia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2303200,"sk"
"2151",2011,"Slovakia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1284800,"sk"
"2157",2011,"Slovakia","Females","Total","From 15 to 64 years","Employed persons","Thousand",1018400,"sk"
"2163",2011,"Finland","Total","Total","From 15 to 64 years","Employed persons","Thousand",2428500,"fi"
"2169",2011,"Finland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1249100,"fi"
"2175",2011,"Finland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1179300,"fi"
"2181",2011,"Sweden","Total","Total","From 15 to 64 years","Employed persons","Thousand",4498100,"se"
"2187",2011,"Sweden","Males","Total","From 15 to 64 years","Employed persons","Thousand",2355200,"se"
"2193",2011,"Sweden","Females","Total","From 15 to 64 years","Employed persons","Thousand",2142900,"se"
"2199",2011,"Iceland","Total","Total","From 15 to 64 years","Employed persons","Thousand",159200,"is"
"2205",2011,"Iceland","Males","Total","From 15 to 64 years","Employed persons","Thousand",82200,"is"
"2211",2011,"Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand",77000,"is"
"2217",2011,"Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand",2460500,"no"
"2223",2011,"Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand",1286400,"no"
"2229",2011,"Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand",1174100,"no"
"2235",2011,"Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand",4169200,"ch"
"2241",2011,"Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand",2252700,"ch"
"2247",2011,"Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1916500,"ch"
"2253",2011,"Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand",193300,"me"
"2259",2011,"Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand",108500,"me"
"2265",2011,"Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand",84800,"me"
"2271",2011,"Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2161900,"rs"
"2277",2011,"Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1250300,"rs"
"2283",2011,"Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand",911600,"rs"
"2289",2011,"Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand",23450000,"tr"
"2295",2011,"Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand",16671400,"tr"
"2301",2011,"Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand",6778600,"tr"
"2307",2012,"Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand",4479000,"be"
"2313",2012,"Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand",2433400,"be"
"2319",2012,"Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand",2045700,"be"
"2325",2012,"Bulgaria","Total","Total","From 15 to 64 years","Employed persons","Thousand",2894900,"bg"
"2331",2012,"Bulgaria","Males","Total","From 15 to 64 years","Employed persons","Thousand",1517200,"bg"
"2337",2012,"Bulgaria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1377700,"bg"
"2343",2012,"Czechia","Total","Total","From 15 to 64 years","Employed persons","Thousand",4810300,"cz"
"2349",2012,"Czechia","Males","Total","From 15 to 64 years","Employed persons","Thousand",2731700,"cz"
"2355",2012,"Czechia","Females","Total","From 15 to 64 years","Employed persons","Thousand",2078600,"cz"
"2361",2012,"Denmark","Total","Total","From 15 to 64 years","Employed persons","Thousand",2621300,"dk"
"2367",2012,"Denmark","Males","Total","From 15 to 64 years","Employed persons","Thousand",1367500,"dk"
"2373",2012,"Denmark","Females","Total","From 15 to 64 years","Employed persons","Thousand",1253800,"dk"
"2379",2012,"Estonia","Total","Total","From 15 to 64 years","Employed persons","Thousand",591000,"ee"
"2385",2012,"Estonia","Males","Total","From 15 to 64 years","Employed persons","Thousand",299700,"ee"
"2391",2012,"Estonia","Females","Total","From 15 to 64 years","Employed persons","Thousand",291300,"ee"
"2397",2012,"Ireland","Total","Total","From 15 to 64 years","Employed persons","Thousand",1830700,"ie"
"2403",2012,"Ireland","Males","Total","From 15 to 64 years","Employed persons","Thousand",966900,"ie"
"2409",2012,"Ireland","Females","Total","From 15 to 64 years","Employed persons","Thousand",863800,"ie"
"2415",2012,"Greece","Total","Total","From 15 to 64 years","Employed persons","Thousand",3636000,"gr"
"2421",2012,"Greece","Males","Total","From 15 to 64 years","Employed persons","Thousand",2125900,"gr"
"2427",2012,"Greece","Females","Total","From 15 to 64 years","Employed persons","Thousand",1510100,"gr"
"2433",2012,"Spain","Total","Total","From 15 to 64 years","Employed persons","Thousand",17476800,"es"
"2439",2012,"Spain","Males","Total","From 15 to 64 years","Employed persons","Thousand",9520300,"es"
"2445",2012,"Spain","Females","Total","From 15 to 64 years","Employed persons","Thousand",7956600,"es"
"2451",2012,"France","Total","Total","From 15 to 64 years","Employed persons","Thousand",25568100,"fr"
"2457",2012,"France","Males","Total","From 15 to 64 years","Employed persons","Thousand",13369300,"fr"
"2463",2012,"France","Females","Total","From 15 to 64 years","Employed persons","Thousand",12198900,"fr"
"2469",2012,"Croatia","Total","Total","From 15 to 64 years","Employed persons","Thousand",1528100,"hr"
"2475",2012,"Croatia","Males","Total","From 15 to 64 years","Employed persons","Thousand",835200,"hr"
"2481",2012,"Croatia","Females","Total","From 15 to 64 years","Employed persons","Thousand",693000,"hr"
"2487",2012,"Italy","Total","Total","From 15 to 64 years","Employed persons","Thousand",22149200,"it"
"2493",2012,"Italy","Males","Total","From 15 to 64 years","Employed persons","Thousand",12872800,"it"
"2499",2012,"Italy","Females","Total","From 15 to 64 years","Employed persons","Thousand",9276400,"it"
"2505",2012,"Cyprus","Total","Total","From 15 to 64 years","Employed persons","Thousand",375000,"cy"
"2511",2012,"Cyprus","Males","Total","From 15 to 64 years","Employed persons","Thousand",194100,"cy"
"2517",2012,"Cyprus","Females","Total","From 15 to 64 years","Employed persons","Thousand",180800,"cy"
"2523",2012,"Latvia","Total","Total","From 15 to 64 years","Employed persons","Thousand",851800,"lv"
"2529",2012,"Latvia","Males","Total","From 15 to 64 years","Employed persons","Thousand",417200,"lv"
"2535",2012,"Latvia","Females","Total","From 15 to 64 years","Employed persons","Thousand",434600,"lv"
"2541",2012,"Lithuania","Total","Total","From 15 to 64 years","Employed persons","Thousand",1244400,"lt"
"2547",2012,"Lithuania","Males","Total","From 15 to 64 years","Employed persons","Thousand",602600,"lt"
"2553",2012,"Lithuania","Females","Total","From 15 to 64 years","Employed persons","Thousand",641900,"lt"
"2559",2012,"Luxembourg","Total","Total","From 15 to 64 years","Employed persons","Thousand",233700,"lu"
"2565",2012,"Luxembourg","Males","Total","From 15 to 64 years","Employed persons","Thousand",130300,"lu"
"2571",2012,"Luxembourg","Females","Total","From 15 to 64 years","Employed persons","Thousand",103400,"lu"
"2577",2012,"Hungary","Total","Total","From 15 to 64 years","Employed persons","Thousand",3792800,"hu"
"2583",2012,"Hungary","Males","Total","From 15 to 64 years","Employed persons","Thousand",2028700,"hu"
"2589",2012,"Hungary","Females","Total","From 15 to 64 years","Employed persons","Thousand",1764100,"hu"
"2595",2012,"Malta","Total","Total","From 15 to 64 years","Employed persons","Thousand",170700,"mt"
"2601",2012,"Malta","Males","Total","From 15 to 64 years","Employed persons","Thousand",106900,"mt"
"2607",2012,"Malta","Females","Total","From 15 to 64 years","Employed persons","Thousand",63700,"mt"
"2613",2012,"Netherlands","Total","Total","From 15 to 64 years","Employed persons","Thousand",8174500,"nl"
"2619",2012,"Netherlands","Males","Total","From 15 to 64 years","Employed persons","Thousand",4375700,"nl"
"2625",2012,"Netherlands","Females","Total","From 15 to 64 years","Employed persons","Thousand",3798800,"nl"
"2631",2012,"Austria","Total","Total","From 15 to 64 years","Employed persons","Thousand",4013400,"at"
"2637",2012,"Austria","Males","Total","From 15 to 64 years","Employed persons","Thousand",2128800,"at"
"2643",2012,"Austria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1884600,"at"
"2649",2012,"Poland","Total","Total","From 15 to 64 years","Employed persons","Thousand",15340300,"pl"
"2655",2012,"Poland","Males","Total","From 15 to 64 years","Employed persons","Thousand",8497800,"pl"
"2661",2012,"Poland","Females","Total","From 15 to 64 years","Employed persons","Thousand",6842400,"pl"
"2667",2012,"Portugal","Total","Total","From 15 to 64 years","Employed persons","Thousand",4255900,"pt"
"2673",2012,"Portugal","Males","Total","From 15 to 64 years","Employed persons","Thousand",2177100,"pt"
"2679",2012,"Portugal","Females","Total","From 15 to 64 years","Employed persons","Thousand",2078800,"pt"
"2685",2012,"Romania","Total","Total","From 15 to 64 years","Employed persons","Thousand",8221600,"ro"
"2691",2012,"Romania","Males","Total","From 15 to 64 years","Employed persons","Thousand",4621800,"ro"
"2697",2012,"Romania","Females","Total","From 15 to 64 years","Employed persons","Thousand",3599800,"ro"
"2703",2012,"Slovenia","Total","Total","From 15 to 64 years","Employed persons","Thousand",906500,"si"
"2709",2012,"Slovenia","Males","Total","From 15 to 64 years","Employed persons","Thousand",490200,"si"
"2715",2012,"Slovenia","Females","Total","From 15 to 64 years","Employed persons","Thousand",416300,"si"
"2721",2012,"Slovakia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2317200,"sk"
"2727",2012,"Slovakia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1296400,"sk"
"2733",2012,"Slovakia","Females","Total","From 15 to 64 years","Employed persons","Thousand",1020800,"sk"
"2739",2012,"Finland","Total","Total","From 15 to 64 years","Employed persons","Thousand",2431000,"fi"
"2745",2012,"Finland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1244200,"fi"
"2751",2012,"Finland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1186800,"fi"
"2757",2012,"Sweden","Total","Total","From 15 to 64 years","Employed persons","Thousand",4509600,"se"
"2763",2012,"Sweden","Males","Total","From 15 to 64 years","Employed persons","Thousand",2350000,"se"
"2769",2012,"Sweden","Females","Total","From 15 to 64 years","Employed persons","Thousand",2159700,"se"
"2775",2012,"Iceland","Total","Total","From 15 to 64 years","Employed persons","Thousand",160800,"is"
"2781",2012,"Iceland","Males","Total","From 15 to 64 years","Employed persons","Thousand",83200,"is"
"2787",2012,"Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand",77600,"is"
"2793",2012,"Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand",2505500,"no"
"2799",2012,"Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand",1314500,"no"
"2805",2012,"Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand",1191000,"no"
"2811",2012,"Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand",4214300,"ch"
"2817",2012,"Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand",2269600,"ch"
"2823",2012,"Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1944700,"ch"
"2829",2012,"Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand",198100,"me"
"2835",2012,"Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand",109800,"me"
"2841",2012,"Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand",88300,"me"
"2847",2012,"Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2134900,"rs"
"2853",2012,"Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1238300,"rs"
"2859",2012,"Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand",896600,"rs"
"2865",2012,"Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand",24170900,"tr"
"2871",2012,"Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand",17053800,"tr"
"2877",2012,"Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand",7117200,"tr"
"2883",2013,"Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand",4484500,"be"
"2889",2013,"Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand",2419700,"be"
"2895",2013,"Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand",2064800,"be"
"2901",2013,"Bulgaria","Total","Total","From 15 to 64 years","Employed persons","Thousand",2889400,"bg"
"2907",2013,"Bulgaria","Males","Total","From 15 to 64 years","Employed persons","Thousand",1518000,"bg"
"2913",2013,"Bulgaria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1371500,"bg"
"2919",2013,"Czechia","Total","Total","From 15 to 64 years","Employed persons","Thousand",4845900,"cz"
"2925",2013,"Czechia","Males","Total","From 15 to 64 years","Employed persons","Thousand",2742100,"cz"
"2931",2013,"Czechia","Females","Total","From 15 to 64 years","Employed persons","Thousand",2103800,"cz"
"2937",2013,"Denmark","Total","Total","From 15 to 64 years","Employed persons","Thousand",2622100,"dk"
"2943",2013,"Denmark","Males","Total","From 15 to 64 years","Employed persons","Thousand",1365300,"dk"
"2949",2013,"Denmark","Females","Total","From 15 to 64 years","Employed persons","Thousand",1256900,"dk"
"2955",2013,"Estonia","Total","Total","From 15 to 64 years","Employed persons","Thousand",596600,"ee"
"2961",2013,"Estonia","Males","Total","From 15 to 64 years","Employed persons","Thousand",304700,"ee"
"2967",2013,"Estonia","Females","Total","From 15 to 64 years","Employed persons","Thousand",291900,"ee"
"2973",2013,"Ireland","Total","Total","From 15 to 64 years","Employed persons","Thousand",1885000,"ie"
"2979",2013,"Ireland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1007100,"ie"
"2985",2013,"Ireland","Females","Total","From 15 to 64 years","Employed persons","Thousand",877900,"ie"
"2991",2013,"Greece","Total","Total","From 15 to 64 years","Employed persons","Thousand",3459000,"gr"
"2997",2013,"Greece","Males","Total","From 15 to 64 years","Employed persons","Thousand",2027300,"gr"
"3003",2013,"Greece","Females","Total","From 15 to 64 years","Employed persons","Thousand",1431800,"gr"
"3009",2013,"Spain","Total","Total","From 15 to 64 years","Employed persons","Thousand",17001600,"es"
"3015",2013,"Spain","Males","Total","From 15 to 64 years","Employed persons","Thousand",9236900,"es"
"3021",2013,"Spain","Females","Total","From 15 to 64 years","Employed persons","Thousand",7764700,"es"
"3027",2013,"France","Total","Total","From 15 to 64 years","Employed persons","Thousand",25546400,"fr"
"3033",2013,"France","Males","Total","From 15 to 64 years","Employed persons","Thousand",13294100,"fr"
"3039",2013,"France","Females","Total","From 15 to 64 years","Employed persons","Thousand",12252300,"fr"
"3045",2013,"Croatia","Total","Total","From 15 to 64 years","Employed persons","Thousand",1493600,"hr"
"3051",2013,"Croatia","Males","Total","From 15 to 64 years","Employed persons","Thousand",803400,"hr"
"3057",2013,"Croatia","Females","Total","From 15 to 64 years","Employed persons","Thousand",690200,"hr"
"3063",2013,"Italy","Total","Total","From 15 to 64 years","Employed persons","Thousand",21755300,"it"
"3069",2013,"Italy","Males","Total","From 15 to 64 years","Employed persons","Thousand",12584000,"it"
"3075",2013,"Italy","Females","Total","From 15 to 64 years","Employed persons","Thousand",9171400,"it"
"3081",2013,"Cyprus","Total","Total","From 15 to 64 years","Employed persons","Thousand",356700,"cy"
"3087",2013,"Cyprus","Males","Total","From 15 to 64 years","Employed persons","Thousand",184000,"cy"
"3093",2013,"Cyprus","Females","Total","From 15 to 64 years","Employed persons","Thousand",172600,"cy"
"3099",2013,"Latvia","Total","Total","From 15 to 64 years","Employed persons","Thousand",866500,"lv"
"3105",2013,"Latvia","Males","Total","From 15 to 64 years","Employed persons","Thousand",428200,"lv"
"3111",2013,"Latvia","Females","Total","From 15 to 64 years","Employed persons","Thousand",438300,"lv"
"3117",2013,"Lithuania","Total","Total","From 15 to 64 years","Employed persons","Thousand",1264300,"lt"
"3123",2013,"Lithuania","Males","Total","From 15 to 64 years","Employed persons","Thousand",620200,"lt"
"3129",2013,"Lithuania","Females","Total","From 15 to 64 years","Employed persons","Thousand",644200,"lt"
"3135",2013,"Luxembourg","Total","Total","From 15 to 64 years","Employed persons","Thousand",236100,"lu"
"3141",2013,"Luxembourg","Males","Total","From 15 to 64 years","Employed persons","Thousand",131500,"lu"
"3147",2013,"Luxembourg","Females","Total","From 15 to 64 years","Employed persons","Thousand",104500,"lu"
"3153",2013,"Hungary","Total","Total","From 15 to 64 years","Employed persons","Thousand",3860000,"hu"
"3159",2013,"Hungary","Males","Total","From 15 to 64 years","Employed persons","Thousand",2084500,"hu"
"3165",2013,"Hungary","Females","Total","From 15 to 64 years","Employed persons","Thousand",1775500,"hu"
"3171",2013,"Malta","Total","Total","From 15 to 64 years","Employed persons","Thousand",178600,"mt"
"3177",2013,"Malta","Males","Total","From 15 to 64 years","Employed persons","Thousand",109700,"mt"
"3183",2013,"Malta","Females","Total","From 15 to 64 years","Employed persons","Thousand",68900,"mt"
"3189",2013,"Netherlands","Total","Total","From 15 to 64 years","Employed persons","Thousand",8103600,"nl"
"3195",2013,"Netherlands","Males","Total","From 15 to 64 years","Employed persons","Thousand",4324200,"nl"
"3201",2013,"Netherlands","Females","Total","From 15 to 64 years","Employed persons","Thousand",3779500,"nl"
"3207",2013,"Austria","Total","Total","From 15 to 64 years","Employed persons","Thousand",4030000,"at"
"3213",2013,"Austria","Males","Total","From 15 to 64 years","Employed persons","Thousand",2133500,"at"
"3219",2013,"Austria","Females","Total","From 15 to 64 years","Employed persons","Thousand",1896600,"at"
"3225",2013,"Poland","Total","Total","From 15 to 64 years","Employed persons","Thousand",15313300,"pl"
"3231",2013,"Poland","Males","Total","From 15 to 64 years","Employed persons","Thousand",8485600,"pl"
"3237",2013,"Poland","Females","Total","From 15 to 64 years","Employed persons","Thousand",6827700,"pl"
"3243",2013,"Portugal","Total","Total","From 15 to 64 years","Employed persons","Thousand",4158000,"pt"
"3249",2013,"Portugal","Males","Total","From 15 to 64 years","Employed persons","Thousand",2116300,"pt"
"3255",2013,"Portugal","Females","Total","From 15 to 64 years","Employed persons","Thousand",2041700,"pt"
"3261",2013,"Romania","Total","Total","From 15 to 64 years","Employed persons","Thousand",8178900,"ro"
"3267",2013,"Romania","Males","Total","From 15 to 64 years","Employed persons","Thousand",4620800,"ro"
"3273",2013,"Romania","Females","Total","From 15 to 64 years","Employed persons","Thousand",3558100,"ro"
"3279",2013,"Slovenia","Total","Total","From 15 to 64 years","Employed persons","Thousand",888100,"si"
"3285",2013,"Slovenia","Males","Total","From 15 to 64 years","Employed persons","Thousand",484300,"si"
"3291",2013,"Slovenia","Females","Total","From 15 to 64 years","Employed persons","Thousand",403800,"si"
"3297",2013,"Slovakia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2317700,"sk"
"3303",2013,"Slovakia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1288200,"sk"
"3309",2013,"Slovakia","Females","Total","From 15 to 64 years","Employed persons","Thousand",1029400,"sk"
"3315",2013,"Finland","Total","Total","From 15 to 64 years","Employed persons","Thousand",2403200,"fi"
"3321",2013,"Finland","Males","Total","From 15 to 64 years","Employed persons","Thousand",1227800,"fi"
"3327",2013,"Finland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1175500,"fi"
"3333",2013,"Sweden","Total","Total","From 15 to 64 years","Employed persons","Thousand",4554300,"se"
"3339",2013,"Sweden","Males","Total","From 15 to 64 years","Employed persons","Thousand",2373300,"se"
"3345",2013,"Sweden","Females","Total","From 15 to 64 years","Employed persons","Thousand",2180900,"se"
"3351",2013,"Iceland","Total","Total","From 15 to 64 years","Employed persons","Thousand",165400,"is"
"3357",2013,"Iceland","Males","Total","From 15 to 64 years","Employed persons","Thousand",85900,"is"
"3363",2013,"Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand",79500,"is"
"3369",2013,"Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand",2519700,"no"
"3375",2013,"Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand",1321300,"no"
"3381",2013,"Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand",1198400,"no"
"3387",2013,"Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand",4245800,"ch"
"3393",2013,"Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand",2279800,"ch"
"3399",2013,"Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand",1966000,"ch"
"3405",2013,"Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand",199900,"me"
"3411",2013,"Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand",109500,"me"
"3417",2013,"Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand",90500,"me"
"3423",2013,"Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand",2187500,"rs"
"3429",2013,"Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand",1257600,"rs"
"3435",2013,"Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand",929900,"rs"
"3441",2013,"Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand",24855500,"tr"
"3447",2013,"Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand",17403100,"tr"
"3453",2013,"Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand",7452400,"tr"
"3459",2014,"Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand",4497300,"be"
"3465",2014,"Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand",2402500,"be"
"3471",2014,"Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand",2094900,"be"
