"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"1727",2010,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16828500,"tr"
"1733",2011,"Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2402700,"be"
"1739",2011,"Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1005100,"be"
"1745",2011,"Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1397600,"be"
"1751",2011,"Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1707600,"bg"
"1757",2011,"Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",757400,"bg"
"1763",2011,"Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",950200,"bg"
"1769",2011,"Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2149900,"cz"
"1775",2011,"Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",787700,"cz"
"1781",2011,"Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1362300,"cz"
"1787",2011,"Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand",749300,"dk"
"1793",2011,"Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand",321500,"dk"
"1799",2011,"Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand",427800,"dk"
"1805",2011,"Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",224900,"ee"
"1811",2011,"Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",95000,"ee"
"1817",2011,"Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",129900,"ee"
"1823",2011,"Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",882800,"ie"
"1829",2011,"Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",335800,"ie"
"1835",2011,"Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",546900,"ie"
"1841",2011,"Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2365400,"gr"
"1847",2011,"Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand",813900,"gr"
"1853",2011,"Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1551500,"gr"
"1859",2011,"Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand",8215900,"es"
"1865",2011,"Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3117400,"es"
"1871",2011,"Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand",5098400,"es"
"1877",2011,"France","Total","Total","From 15 to 64 years","Inactive persons","Thousand",11959100,"fr"
"1883",2011,"France","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4989100,"fr"
"1889",2011,"France","Females","Total","From 15 to 64 years","Inactive persons","Thousand",6969900,"fr"
"1895",2011,"Croatia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1029000,"hr"
"1901",2011,"Croatia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",420300,"hr"
"1907",2011,"Croatia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",608700,"hr"
"1913",2011,"Italy","Total","Total","From 15 to 64 years","Inactive persons","Thousand",14842600,"it"
"1919",2011,"Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5272200,"it"
"1925",2011,"Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand",9570300,"it"
"1931",2011,"Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand",151100,"cy"
"1937",2011,"Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand",53400,"cy"
"1943",2011,"Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand",97700,"cy"
"1949",2011,"Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",375400,"lv"
"1955",2011,"Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",159900,"lv"
"1961",2011,"Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",215500,"lv"
"1967",2011,"Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",583000,"lt"
"1973",2011,"Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",259800,"lt"
"1979",2011,"Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",323200,"lt"
"1985",2011,"Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand",110400,"lu"
"1991",2011,"Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand",43700,"lu"
"1997",2011,"Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand",66700,"lu"
"2003",2011,"Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2528500,"hu"
"2009",2011,"Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1042100,"hu"
"2015",2011,"Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1486400,"hu"
"2021",2011,"Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand",108400,"mt"
"2027",2011,"Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand",30800,"mt"
"2033",2011,"Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand",77700,"mt"
"2039",2011,"Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2411600,"nl"
"2045",2011,"Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand",927000,"nl"
"2051",2011,"Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1484600,"nl"
"2057",2011,"Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1425300,"at"
"2063",2011,"Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",558800,"at"
"2069",2011,"Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",866500,"at"
"2075",2011,"Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",8845500,"pl"
"2081",2011,"Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3523500,"pl"
"2087",2011,"Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",5322000,"pl"
"2093",2011,"Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1840300,"pt"
"2099",2011,"Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand",750100,"pt"
"2105",2011,"Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1090200,"pt"
"2111",2011,"Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",4927600,"ro"
"2117",2011,"Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1916400,"ro"
"2123",2011,"Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",3011100,"ro"
"2129",2011,"Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",422400,"si"
"2135",2011,"Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",190900,"si"
"2141",2011,"Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",231500,"si"
"2147",2011,"Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1214400,"sk"
"2153",2011,"Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",455300,"sk"
"2159",2011,"Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",759100,"sk"
"2165",2011,"Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",881400,"fi"
"2171",2011,"Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",403300,"fi"
"2177",2011,"Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",478100,"fi"
"2183",2011,"Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1227400,"se"
"2189",2011,"Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand",546300,"se"
"2195",2011,"Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand",681100,"se"
"2201",2011,"Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",31400,"is"
"2207",2011,"Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",13100,"is"
"2213",2011,"Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",18400,"is"
"2219",2011,"Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand",724000,"no"
"2225",2011,"Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand",335000,"no"
"2231",2011,"Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand",389100,"no"
"2237",2011,"Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",955300,"ch"
"2243",2011,"Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",328400,"ch"
"2249",2011,"Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",626900,"ch"
"2255",2011,"Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",180700,"me"
"2261",2011,"Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",76000,"me"
"2267",2011,"Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",104700,"me"
"2273",2011,"Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1928200,"rs"
"2279",2011,"Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",755800,"rs"
"2285",2011,"Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1172400,"rs"
"2291",2011,"Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand",22662900,"tr"
"2297",2011,"Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5868600,"tr"
"2303",2011,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16794300,"tr"
"2309",2012,"Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2394500,"be"
"2315",2012,"Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1001600,"be"
"2321",2012,"Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1393000,"be"
"2327",2012,"Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1619700,"bg"
"2333",2012,"Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",718300,"bg"
"2339",2012,"Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",901400,"bg"
"2345",2012,"Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2054300,"cz"
"2351",2012,"Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",751500,"cz"
"2357",2012,"Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1302900,"cz"
"2363",2012,"Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand",771200,"dk"
"2369",2012,"Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand",337600,"dk"
"2375",2012,"Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand",433600,"dk"
"2381",2012,"Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",221700,"ee"
"2387",2012,"Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",92900,"ee"
"2393",2012,"Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",128800,"ee"
"2399",2012,"Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",881900,"ie"
"2405",2012,"Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",336700,"ie"
"2411",2012,"Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",545200,"ie"
"2417",2012,"Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2328000,"gr"
"2423",2012,"Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand",818300,"gr"
"2429",2012,"Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1509600,"gr"
"2435",2012,"Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand",8067000,"es"
"2441",2012,"Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3146100,"es"
"2447",2012,"Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4920900,"es"
"2453",2012,"France","Total","Total","From 15 to 64 years","Inactive persons","Thousand",11696500,"fr"
"2459",2012,"France","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4853700,"fr"
"2465",2012,"France","Females","Total","From 15 to 64 years","Inactive persons","Thousand",6842800,"fr"
"2471",2012,"Croatia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1031800,"hr"
"2477",2012,"Croatia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",431000,"hr"
"2483",2012,"Croatia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",600800,"hr"
"2489",2012,"Italy","Total","Total","From 15 to 64 years","Inactive persons","Thousand",14275300,"it"
"2495",2012,"Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5099100,"it"
"2501",2012,"Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand",9176100,"it"
"2507",2012,"Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand",153900,"cy"
"2513",2012,"Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand",53100,"cy"
"2519",2012,"Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand",100800,"cy"
"2525",2012,"Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",346000,"lv"
"2531",2012,"Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",148600,"lv"
"2537",2012,"Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",197400,"lv"
"2543",2012,"Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",565500,"lt"
"2549",2012,"Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",254900,"lt"
"2555",2012,"Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",310700,"lt"
"2561",2012,"Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand",108500,"lu"
"2567",2012,"Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand",43300,"lu"
"2573",2012,"Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand",65200,"lu"
"2579",2012,"Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2429200,"hu"
"2585",2012,"Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1001700,"hu"
"2591",2012,"Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1427500,"hu"
"2597",2012,"Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand",103000,"mt"
"2603",2012,"Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand",31100,"mt"
"2609",2012,"Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand",71900,"mt"
"2615",2012,"Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2308100,"nl"
"2621",2012,"Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand",887200,"nl"
"2627",2012,"Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1420900,"nl"
"2633",2012,"Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1398800,"at"
"2639",2012,"Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",552000,"at"
"2645",2012,"Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",846800,"at"
"2651",2012,"Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",8611900,"pl"
"2657",2012,"Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3424600,"pl"
"2663",2012,"Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",5187300,"pl"
"2669",2012,"Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1843000,"pt"
"2675",2012,"Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand",766700,"pt"
"2681",2012,"Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1076300,"pt"
"2687",2012,"Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",4809500,"ro"
"2693",2012,"Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1835600,"ro"
"2699",2012,"Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",2974000,"ro"
"2705",2012,"Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",418700,"si"
"2711",2012,"Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",191200,"si"
"2717",2012,"Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",227500,"si"
"2723",2012,"Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1186200,"sk"
"2729",2012,"Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",444500,"sk"
"2735",2012,"Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",741700,"sk"
"2741",2012,"Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",867600,"fi"
"2747",2012,"Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",404500,"fi"
"2753",2012,"Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",463100,"fi"
"2759",2012,"Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1204700,"se"
"2765",2012,"Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand",540300,"se"
"2771",2012,"Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand",664400,"se"
"2777",2012,"Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",30500,"is"
"2783",2012,"Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",13200,"is"
"2789",2012,"Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",17300,"is"
"2795",2012,"Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand",719500,"no"
"2801",2012,"Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand",328700,"no"
"2807",2012,"Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand",390900,"no"
"2813",2012,"Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",951300,"ch"
"2819",2012,"Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",331000,"ch"
"2825",2012,"Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",620400,"ch"
"2831",2012,"Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",173800,"me"
"2837",2012,"Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",73800,"me"
"2843",2012,"Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1e+05,"me"
"2849",2012,"Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1867700,"rs"
"2855",2012,"Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",727900,"rs"
"2861",2012,"Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1139800,"rs"
"2867",2012,"Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand",23065000,"tr"
"2873",2012,"Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand",6158900,"tr"
"2879",2012,"Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16906100,"tr"
"2885",2013,"Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2356200,"be"
"2891",2013,"Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand",994500,"be"
"2897",2013,"Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1361600,"be"
"2903",2013,"Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1536500,"bg"
"2909",2013,"Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",679400,"bg"
"2915",2013,"Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",857000,"bg"
"2921",2013,"Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1940600,"cz"
"2927",2013,"Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",707200,"cz"
"2933",2013,"Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1233500,"cz"
"2939",2013,"Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand",790700,"dk"
"2945",2013,"Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand",353300,"dk"
"2951",2013,"Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand",437500,"dk"
"2957",2013,"Estonia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",216800,"ee"
"2963",2013,"Estonia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",91500,"ee"
"2969",2013,"Estonia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",125300,"ee"
"2975",2013,"Ireland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",860800,"ie"
"2981",2013,"Ireland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",328600,"ie"
"2987",2013,"Ireland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",532200,"ie"
"2993",2013,"Greece","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2306300,"gr"
"2999",2013,"Greece","Males","Total","From 15 to 64 years","Inactive persons","Thousand",810700,"gr"
"3005",2013,"Greece","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1495600,"gr"
"3011",2013,"Spain","Total","Total","From 15 to 64 years","Inactive persons","Thousand",7980600,"es"
"3017",2013,"Spain","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3156200,"es"
"3023",2013,"Spain","Females","Total","From 15 to 64 years","Inactive persons","Thousand",4824400,"es"
"3029",2013,"France","Total","Total","From 15 to 64 years","Inactive persons","Thousand",11517300,"fr"
"3035",2013,"France","Males","Total","From 15 to 64 years","Inactive persons","Thousand",4808800,"fr"
"3041",2013,"France","Females","Total","From 15 to 64 years","Inactive persons","Thousand",6708500,"fr"
"3047",2013,"Croatia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1032400,"hr"
"3053",2013,"Croatia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",442400,"hr"
"3059",2013,"Croatia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",590000,"hr"
"3065",2013,"Italy","Total","Total","From 15 to 64 years","Inactive persons","Thousand",14355300,"it"
"3071",2013,"Italy","Males","Total","From 15 to 64 years","Inactive persons","Thousand",5203200,"it"
"3077",2013,"Italy","Females","Total","From 15 to 64 years","Inactive persons","Thousand",9152100,"it"
"3083",2013,"Cyprus","Total","Total","From 15 to 64 years","Inactive persons","Thousand",152700,"cy"
"3089",2013,"Cyprus","Males","Total","From 15 to 64 years","Inactive persons","Thousand",53400,"cy"
"3095",2013,"Cyprus","Females","Total","From 15 to 64 years","Inactive persons","Thousand",99300,"cy"
"3101",2013,"Latvia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",346600,"lv"
"3107",2013,"Latvia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",150100,"lv"
"3113",2013,"Latvia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",196600,"lv"
"3119",2013,"Lithuania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",547200,"lt"
"3125",2013,"Lithuania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",242400,"lt"
"3131",2013,"Lithuania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",304700,"lt"
"3137",2013,"Luxembourg","Total","Total","From 15 to 64 years","Inactive persons","Thousand",108300,"lu"
"3143",2013,"Luxembourg","Males","Total","From 15 to 64 years","Inactive persons","Thousand",43200,"lu"
"3149",2013,"Luxembourg","Females","Total","From 15 to 64 years","Inactive persons","Thousand",65100,"lu"
"3155",2013,"Hungary","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2346600,"hu"
"3161",2013,"Hungary","Males","Total","From 15 to 64 years","Inactive persons","Thousand",948600,"hu"
"3167",2013,"Hungary","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1398000,"hu"
"3173",2013,"Malta","Total","Total","From 15 to 64 years","Inactive persons","Thousand",96900,"mt"
"3179",2013,"Malta","Males","Total","From 15 to 64 years","Inactive persons","Thousand",29200,"mt"
"3185",2013,"Malta","Females","Total","From 15 to 64 years","Inactive persons","Thousand",67800,"mt"
"3191",2013,"Netherlands","Total","Total","From 15 to 64 years","Inactive persons","Thousand",2271000,"nl"
"3197",2013,"Netherlands","Males","Total","From 15 to 64 years","Inactive persons","Thousand",869700,"nl"
"3203",2013,"Netherlands","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1401300,"nl"
"3209",2013,"Austria","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1382100,"at"
"3215",2013,"Austria","Males","Total","From 15 to 64 years","Inactive persons","Thousand",549700,"at"
"3221",2013,"Austria","Females","Total","From 15 to 64 years","Inactive persons","Thousand",832500,"at"
"3227",2013,"Poland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",8424000,"pl"
"3233",2013,"Poland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",3327900,"pl"
"3239",2013,"Poland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",5096100,"pl"
"3245",2013,"Portugal","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1849100,"pt"
"3251",2013,"Portugal","Males","Total","From 15 to 64 years","Inactive persons","Thousand",783600,"pt"
"3257",2013,"Portugal","Females","Total","From 15 to 64 years","Inactive persons","Thousand",1065500,"pt"
"3263",2013,"Romania","Total","Total","From 15 to 64 years","Inactive persons","Thousand",4774300,"ro"
"3269",2013,"Romania","Males","Total","From 15 to 64 years","Inactive persons","Thousand",1815200,"ro"
"3275",2013,"Romania","Females","Total","From 15 to 64 years","Inactive persons","Thousand",2959100,"ro"
"3281",2013,"Slovenia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",414100,"si"
"3287",2013,"Slovenia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",186200,"si"
"3293",2013,"Slovenia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",227900,"si"
"3299",2013,"Slovakia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1166700,"sk"
"3305",2013,"Slovakia","Males","Total","From 15 to 64 years","Inactive persons","Thousand",442200,"sk"
"3311",2013,"Slovakia","Females","Total","From 15 to 64 years","Inactive persons","Thousand",724500,"sk"
"3317",2013,"Finland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",866800,"fi"
"3323",2013,"Finland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",406600,"fi"
"3329",2013,"Finland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",460200,"fi"
"3335",2013,"Sweden","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1157100,"se"
"3341",2013,"Sweden","Males","Total","From 15 to 64 years","Inactive persons","Thousand",518000,"se"
"3347",2013,"Sweden","Females","Total","From 15 to 64 years","Inactive persons","Thousand",639100,"se"
"3353",2013,"Iceland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",28900,"is"
"3359",2013,"Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",12200,"is"
"3365",2013,"Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",16800,"is"
"3371",2013,"Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand",729800,"no"
"3377",2013,"Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand",338100,"no"
"3383",2013,"Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand",391700,"no"
"3389",2013,"Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand",953500,"ch"
"3395",2013,"Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand",337900,"ch"
"3401",2013,"Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand",615600,"ch"
"3407",2013,"Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",175500,"me"
"3413",2013,"Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",74300,"me"
"3419",2013,"Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",101200,"me"
"3425",2013,"Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand",1759600,"rs"
