"TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value"
"2010","Iceland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","7.7"
"2010","Iceland","Males","Total","From 15 to 64 years","Inactive persons","Thousand","12.8"
"2010","Iceland","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Iceland","Females","Total","From 15 to 64 years","Population","Thousand","100.4"
"2010","Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand","82.2"
"2010","Iceland","Females","Total","From 15 to 64 years","Employed persons","Thousand","76.5"
"2010","Iceland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","5.6"
"2010","Iceland","Females","Total","From 15 to 64 years","Inactive persons","Thousand","18.3"
"2010","Iceland","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Norway","Total","Total","From 15 to 64 years","Population","Thousand","3,229.0"
"2010","Norway","Total","Total","From 15 to 64 years","Active persons","Thousand","2,522.4"
"2010","Norway","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,431.7"
"2010","Norway","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","90.8"
"2010","Norway","Total","Total","From 15 to 64 years","Inactive persons","Thousand","706.5"
"2010","Norway","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Norway","Males","Total","From 15 to 64 years","Population","Thousand","1,646.7"
"2010","Norway","Males","Total","From 15 to 64 years","Active persons","Thousand","1,327.5"
"2010","Norway","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,272.4"
"2010","Norway","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","55.1"
"2010","Norway","Males","Total","From 15 to 64 years","Inactive persons","Thousand","319.2"
"2010","Norway","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Norway","Females","Total","From 15 to 64 years","Population","Thousand","1,582.3"
"2010","Norway","Females","Total","From 15 to 64 years","Active persons","Thousand","1,194.9"
"2010","Norway","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,159.2"
"2010","Norway","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","35.7"
"2010","Norway","Females","Total","From 15 to 64 years","Inactive persons","Thousand","387.3"
"2010","Norway","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Switzerland","Total","Total","From 15 to 64 years","Population","Thousand","5,287.5"
"2010","Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand","4,298.7"
"2010","Switzerland","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,087.1"
"2010","Switzerland","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","211.6"
"2010","Switzerland","Total","Total","From 15 to 64 years","Inactive persons","Thousand","988.8"
"2010","Switzerland","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Switzerland","Males","Total","From 15 to 64 years","Population","Thousand","2,662.5"
"2010","Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand","2,322.3"
"2010","Switzerland","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,215.5"
"2010","Switzerland","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","106.8"
"2010","Switzerland","Males","Total","From 15 to 64 years","Inactive persons","Thousand","340.2"
"2010","Switzerland","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Switzerland","Females","Total","From 15 to 64 years","Population","Thousand","2,625.0"
"2010","Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand","1,976.4"
"2010","Switzerland","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,871.6"
"2010","Switzerland","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","104.8"
"2010","Switzerland","Females","Total","From 15 to 64 years","Inactive persons","Thousand","648.6"
"2010","Switzerland","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Montenegro","Total","Total","From 15 to 64 years","Population","Thousand",":"
"2010","Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",":"
"2010","Montenegro","Total","Total","From 15 to 64 years","Employed persons","Thousand",":"
"2010","Montenegro","Total","Total","From 15 to 64 years","Unemployed persons","Thousand",":"
"2010","Montenegro","Total","Total","From 15 to 64 years","Inactive persons","Thousand",":"
"2010","Montenegro","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Montenegro","Males","Total","From 15 to 64 years","Population","Thousand",":"
"2010","Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",":"
"2010","Montenegro","Males","Total","From 15 to 64 years","Employed persons","Thousand",":"
"2010","Montenegro","Males","Total","From 15 to 64 years","Unemployed persons","Thousand",":"
"2010","Montenegro","Males","Total","From 15 to 64 years","Inactive persons","Thousand",":"
"2010","Montenegro","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Montenegro","Females","Total","From 15 to 64 years","Population","Thousand",":"
"2010","Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",":"
"2010","Montenegro","Females","Total","From 15 to 64 years","Employed persons","Thousand",":"
"2010","Montenegro","Females","Total","From 15 to 64 years","Unemployed persons","Thousand",":"
"2010","Montenegro","Females","Total","From 15 to 64 years","Inactive persons","Thousand",":"
"2010","Montenegro","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Population","Thousand","1,447.9"
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Active persons","Thousand","930.0"
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Employed persons","Thousand","630.1"
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","299.9"
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Inactive persons","Thousand","517.9"
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Population","Thousand","733.4"
"2010","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Active persons","Thousand","569.9"
"2010","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Employed persons","Thousand","386.9"
"2010","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","183.0"
"2010","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Inactive persons","Thousand","163.5"
"2010","Former Yugoslav Republic of Macedonia, the","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Population","Thousand","714.5"
"2010","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Active persons","Thousand","360.2"
"2010","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Employed persons","Thousand","243.2"
"2010","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","116.9"
"2010","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Inactive persons","Thousand","354.4"
"2010","Former Yugoslav Republic of Macedonia, the","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Serbia","Total","Total","From 15 to 64 years","Population","Thousand","4,805.9"
"2010","Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand","2,840.2"
"2010","Serbia","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,273.9"
"2010","Serbia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","566.3"
"2010","Serbia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,965.7"
"2010","Serbia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Serbia","Males","Total","From 15 to 64 years","Population","Thousand","2,379.6"
"2010","Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand","1,609.5"
"2010","Serbia","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,301.8"
"2010","Serbia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","307.8"
"2010","Serbia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","770.0"
"2010","Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Serbia","Females","Total","From 15 to 64 years","Population","Thousand","2,426.3"
"2010","Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand","1,230.7"
"2010","Serbia","Females","Total","From 15 to 64 years","Employed persons","Thousand","972.1"
"2010","Serbia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","258.6"
"2010","Serbia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,195.6"
"2010","Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Turkey","Total","Total","From 15 to 64 years","Population","Thousand","47,532.5"
"2010","Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand","24,690.6"
"2010","Turkey","Total","Total","From 15 to 64 years","Employed persons","Thousand","22,002.6"
"2010","Turkey","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","2,688.0"
"2010","Turkey","Total","Total","From 15 to 64 years","Inactive persons","Thousand","22,841.9"
"2010","Turkey","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Turkey","Males","Total","From 15 to 64 years","Population","Thousand","23,620.1"
"2010","Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand","17,606.7"
"2010","Turkey","Males","Total","From 15 to 64 years","Employed persons","Thousand","15,744.2"
"2010","Turkey","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","1,862.5"
"2010","Turkey","Males","Total","From 15 to 64 years","Inactive persons","Thousand","6,013.4"
"2010","Turkey","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2010","Turkey","Females","Total","From 15 to 64 years","Population","Thousand","23,912.4"
"2010","Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand","7,083.9"
"2010","Turkey","Females","Total","From 15 to 64 years","Employed persons","Thousand","6,258.4"
"2010","Turkey","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","825.5"
"2010","Turkey","Females","Total","From 15 to 64 years","Inactive persons","Thousand","16,828.5"
"2010","Turkey","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (current composition)","Total","Total","From 15 to 64 years","Population","Thousand","330,489.0"
"2011","European Union (current composition)","Total","Total","From 15 to 64 years","Active persons","Thousand","234,993.2"
"2011","European Union (current composition)","Total","Total","From 15 to 64 years","Employed persons","Thousand","212,069.8"
"2011","European Union (current composition)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","22,923.4"
"2011","European Union (current composition)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","95,495.8"
"2011","European Union (current composition)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (current composition)","Males","Total","From 15 to 64 years","Population","Thousand","164,628.1"
"2011","European Union (current composition)","Males","Total","From 15 to 64 years","Active persons","Thousand","127,556.0"
"2011","European Union (current composition)","Males","Total","From 15 to 64 years","Employed persons","Thousand","115,195.1"
"2011","European Union (current composition)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","12,360.9"
"2011","European Union (current composition)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","37,072.1"
"2011","European Union (current composition)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (current composition)","Females","Total","From 15 to 64 years","Population","Thousand","165,860.9"
"2011","European Union (current composition)","Females","Total","From 15 to 64 years","Active persons","Thousand","107,437.2"
"2011","European Union (current composition)","Females","Total","From 15 to 64 years","Employed persons","Thousand","96,874.7"
"2011","European Union (current composition)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","10,562.5"
"2011","European Union (current composition)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","58,423.7"
"2011","European Union (current composition)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Population","Thousand","327,619.3"
"2011","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Active persons","Thousand","233,152.5"
"2011","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Employed persons","Thousand","210,486.0"
"2011","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","22,666.5"
"2011","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","94,466.8"
"2011","European Union (before the accession of Croatia)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Population","Thousand","163,194.5"
"2011","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Active persons","Thousand","126,542.7"
"2011","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Employed persons","Thousand","114,322.7"
"2011","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","12,220.1"
"2011","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","36,651.8"
"2011","European Union (before the accession of Croatia)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Population","Thousand","164,424.7"
"2011","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Active persons","Thousand","106,609.8"
"2011","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Employed persons","Thousand","96,163.4"
"2011","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","10,446.4"
"2011","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","57,815.0"
"2011","European Union (before the accession of Croatia)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (15 countries)","Total","Total","From 15 to 64 years","Population","Thousand","258,587.8"
"2011","European Union (15 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","187,359.8"
"2011","European Union (15 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","169,169.0"
"2011","European Union (15 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","18,190.8"
"2011","European Union (15 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","71,228.0"
"2011","European Union (15 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (15 countries)","Males","Total","From 15 to 64 years","Population","Thousand","128,781.3"
"2011","European Union (15 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","101,401.8"
"2011","European Union (15 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","91,619.0"
"2011","European Union (15 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","9,782.8"
"2011","European Union (15 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","27,379.5"
"2011","European Union (15 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","European Union (15 countries)","Females","Total","From 15 to 64 years","Population","Thousand","129,806.6"
"2011","European Union (15 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","85,958.0"
"2011","European Union (15 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","77,550.0"
"2011","European Union (15 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","8,408.0"
"2011","European Union (15 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","43,848.5"
"2011","European Union (15 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (19 countries)","Total","Total","From 15 to 64 years","Population","Thousand","218,347.1"
"2011","Euro area (19 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","156,053.4"
"2011","Euro area (19 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","140,040.3"
"2011","Euro area (19 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","16,013.1"
"2011","Euro area (19 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","62,293.7"
"2011","Euro area (19 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (19 countries)","Males","Total","From 15 to 64 years","Population","Thousand","108,714.9"
"2011","Euro area (19 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","84,712.9"
"2011","Euro area (19 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","76,172.1"
"2011","Euro area (19 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","8,540.8"
"2011","Euro area (19 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","24,002.0"
"2011","Euro area (19 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (19 countries)","Females","Total","From 15 to 64 years","Population","Thousand","109,632.2"
"2011","Euro area (19 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","71,340.5"
"2011","Euro area (19 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","63,868.2"
"2011","Euro area (19 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","7,472.3"
"2011","Euro area (19 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","38,291.7"
"2011","Euro area (19 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (18 countries)","Total","Total","From 15 to 64 years","Population","Thousand","216,310.6"
"2011","Euro area (18 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","154,600.0"
"2011","Euro area (18 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","138,814.6"
"2011","Euro area (18 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","15,785.4"
"2011","Euro area (18 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","61,710.6"
"2011","Euro area (18 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (18 countries)","Males","Total","From 15 to 64 years","Population","Thousand","107,733.4"
"2011","Euro area (18 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","83,991.3"
"2011","Euro area (18 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","75,581.9"
"2011","Euro area (18 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","8,409.3"
"2011","Euro area (18 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","23,742.2"
"2011","Euro area (18 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (18 countries)","Females","Total","From 15 to 64 years","Population","Thousand","108,577.2"
"2011","Euro area (18 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","70,608.7"
"2011","Euro area (18 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","63,232.7"
"2011","Euro area (18 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","7,376.0"
"2011","Euro area (18 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","37,968.5"
"2011","Euro area (18 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (17 countries)","Total","Total","From 15 to 64 years","Population","Thousand","214,928.4"
"2011","Euro area (17 countries)","Total","Total","From 15 to 64 years","Active persons","Thousand","153,593.2"
"2011","Euro area (17 countries)","Total","Total","From 15 to 64 years","Employed persons","Thousand","137,974.0"
"2011","Euro area (17 countries)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","15,619.2"
"2011","Euro area (17 countries)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","61,335.2"
"2011","Euro area (17 countries)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (17 countries)","Males","Total","From 15 to 64 years","Population","Thousand","107,071.3"
"2011","Euro area (17 countries)","Males","Total","From 15 to 64 years","Active persons","Thousand","83,489.1"
"2011","Euro area (17 countries)","Males","Total","From 15 to 64 years","Employed persons","Thousand","75,174.9"
"2011","Euro area (17 countries)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","8,314.2"
"2011","Euro area (17 countries)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","23,582.2"
"2011","Euro area (17 countries)","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Euro area (17 countries)","Females","Total","From 15 to 64 years","Population","Thousand","107,857.1"
"2011","Euro area (17 countries)","Females","Total","From 15 to 64 years","Active persons","Thousand","70,104.1"
"2011","Euro area (17 countries)","Females","Total","From 15 to 64 years","Employed persons","Thousand","62,799.1"
"2011","Euro area (17 countries)","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","7,305.0"
"2011","Euro area (17 countries)","Females","Total","From 15 to 64 years","Inactive persons","Thousand","37,753.0"
"2011","Euro area (17 countries)","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Belgium","Total","Total","From 15 to 64 years","Population","Thousand","7,219.6"
"2011","Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand","4,816.9"
"2011","Belgium","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,470.5"
"2011","Belgium","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","346.4"
"2011","Belgium","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,402.7"
"2011","Belgium","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Belgium","Males","Total","From 15 to 64 years","Population","Thousand","3,627.9"
"2011","Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand","2,622.8"
"2011","Belgium","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,434.5"
"2011","Belgium","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","188.2"
"2011","Belgium","Males","Total","From 15 to 64 years","Inactive persons","Thousand","1,005.1"
"2011","Belgium","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Belgium","Females","Total","From 15 to 64 years","Population","Thousand","3,591.7"
"2011","Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand","2,194.1"
"2011","Belgium","Females","Total","From 15 to 64 years","Employed persons","Thousand","2,035.9"
"2011","Belgium","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","158.2"
"2011","Belgium","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,397.6"
"2011","Belgium","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Bulgaria","Total","Total","From 15 to 64 years","Population","Thousand","5,009.9"
"2011","Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand","3,302.3"
"2011","Bulgaria","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,927.5"
"2011","Bulgaria","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","374.8"
"2011","Bulgaria","Total","Total","From 15 to 64 years","Inactive persons","Thousand","1,707.6"
"2011","Bulgaria","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Bulgaria","Males","Total","From 15 to 64 years","Population","Thousand","2,517.0"
"2011","Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand","1,759.6"
"2011","Bulgaria","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,541.1"
"2011","Bulgaria","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","218.5"
"2011","Bulgaria","Males","Total","From 15 to 64 years","Inactive persons","Thousand","757.4"
"2011","Bulgaria","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Bulgaria","Females","Total","From 15 to 64 years","Population","Thousand","2,492.9"
"2011","Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand","1,542.7"
"2011","Bulgaria","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,386.4"
"2011","Bulgaria","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","156.3"
"2011","Bulgaria","Females","Total","From 15 to 64 years","Inactive persons","Thousand","950.2"
"2011","Bulgaria","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Czechia","Total","Total","From 15 to 64 years","Population","Thousand","7,295.8"
"2011","Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand","5,145.8"
"2011","Czechia","Total","Total","From 15 to 64 years","Employed persons","Thousand","4,796.4"
"2011","Czechia","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","349.5"
"2011","Czechia","Total","Total","From 15 to 64 years","Inactive persons","Thousand","2,149.9"
"2011","Czechia","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Czechia","Males","Total","From 15 to 64 years","Population","Thousand","3,691.1"
"2011","Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand","2,903.4"
"2011","Czechia","Males","Total","From 15 to 64 years","Employed persons","Thousand","2,732.8"
"2011","Czechia","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","170.6"
"2011","Czechia","Males","Total","From 15 to 64 years","Inactive persons","Thousand","787.7"
"2011","Czechia","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Czechia","Females","Total","From 15 to 64 years","Population","Thousand","3,604.7"
"2011","Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand","2,242.4"
"2011","Czechia","Females","Total","From 15 to 64 years","Employed persons","Thousand","2,063.5"
"2011","Czechia","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","178.9"
"2011","Czechia","Females","Total","From 15 to 64 years","Inactive persons","Thousand","1,362.3"
"2011","Czechia","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Denmark","Total","Total","From 15 to 64 years","Population","Thousand","3,613.3"
"2011","Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand","2,863.9"
"2011","Denmark","Total","Total","From 15 to 64 years","Employed persons","Thousand","2,643.1"
"2011","Denmark","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","220.9"
"2011","Denmark","Total","Total","From 15 to 64 years","Inactive persons","Thousand","749.3"
"2011","Denmark","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Denmark","Males","Total","From 15 to 64 years","Population","Thousand","1,819.9"
"2011","Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand","1,498.4"
"2011","Denmark","Males","Total","From 15 to 64 years","Employed persons","Thousand","1,380.7"
"2011","Denmark","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","117.6"
"2011","Denmark","Males","Total","From 15 to 64 years","Inactive persons","Thousand","321.5"
"2011","Denmark","Males","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Denmark","Females","Total","From 15 to 64 years","Population","Thousand","1,793.4"
"2011","Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand","1,365.6"
"2011","Denmark","Females","Total","From 15 to 64 years","Employed persons","Thousand","1,262.3"
"2011","Denmark","Females","Total","From 15 to 64 years","Unemployed persons","Thousand","103.2"
"2011","Denmark","Females","Total","From 15 to 64 years","Inactive persons","Thousand","427.8"
"2011","Denmark","Females","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Population","Thousand","52,314.0"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Active persons","Thousand","40,437.4"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Employed persons","Thousand","38,045.4"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Unemployed persons","Thousand","2,392.1"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Inactive persons","Thousand","11,876.6"
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","From 15 to 64 years","Unknown","Thousand",":"
"2011","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Population","Thousand","26,209.1"
"2011","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Active persons","Thousand","21,668.8"
"2011","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Employed persons","Thousand","20,337.5"
"2011","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Unemployed persons","Thousand","1,331.3"
"2011","Germany (until 1990 former territory of the FRG)","Males","Total","From 15 to 64 years","Inactive persons","Thousand","4,540.2"
